id,player,position,price,team,abbr,1_Pts,1_xMins,1_xG,1_xA,1_GoalPts,1_AssistPts,1_CSPts,1_ConcededPts,1_AppPts,1_OppAbbr,1_TeamXG,1_GoalShare,1_AssistShare,1_ModelGoalShare,1_ModelAssistShare,1_OverrideGoalShare,1_OverrideAssistShare,2_Pts,2_xMins,2_xG,2_xA,2_GoalPts,2_AssistPts,2_CSPts,2_ConcededPts,2_AppPts,2_OppAbbr,2_TeamXG,2_GoalShare,2_AssistShare,2_ModelGoalShare,2_ModelAssistShare,2_OverrideGoalShare,2_OverrideAssistShare,3_Pts,3_xMins,3_xG,3_xA,3_GoalPts,3_AssistPts,3_CSPts,3_ConcededPts,3_AppPts,3_OppAbbr,3_TeamXG,3_GoalShare,3_AssistShare,3_ModelGoalShare,3_ModelAssistShare,3_OverrideGoalShare,3_OverrideAssistShare
285,Fiston Mayele,FWD,4.9,Congo DR,COD,1.15,10.0,0.022701906391914134,0.011331161218818948,0.11350953195957067,0.033993483656456845,0.0,0.0,1,POR,0.8547674959389886,0.026559159654258244,0.0176752333590182,0.026559159654258244,0.0176752333590182,,,1.14,10.0,0.02180415766572375,0.010883069531062021,0.10902078832861875,0.03264920859318606,0.0,0.0,1,COL,0.8209656461110162,0.026559159654258244,0.0176752333590182,0.026559159654258244,0.0176752333590182,,,1.24,10.0,0.03703834613379171,0.018486882294162562,0.18519173066895853,0.05546064688248768,0.0,0.0,1,UZB,1.3945601674130277,0.026559159654258244,0.0176752333590182,0.026559159654258244,0.0176752333590182,,
287,Nathanaël Mbuku,FWD,4.5,Congo DR,COD,1.07,5.0,0.011350953195957067,0.005665580609409474,0.056754765979785335,0.016996741828228423,0.0,0.0,1,POR,0.8547674959389886,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,,1.07,5.0,0.010902078832861876,0.005441534765531011,0.054510394164309375,0.01632460429659303,0.0,0.0,1,COL,0.8209656461110162,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,,1.12,5.0,0.018519173066895853,0.009243441147081281,0.09259586533447926,0.02773032344124384,0.0,0.0,1,UZB,1.3945601674130277,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,
288,Brian Cipenga,FWD,4.2,Congo DR,COD,1.07,5.0,0.011350953195957067,0.005665580609409474,0.056754765979785335,0.016996741828228423,0.0,0.0,1,POR,0.8547674959389886,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,,1.07,5.0,0.010902078832861876,0.005441534765531011,0.054510394164309375,0.01632460429659303,0.0,0.0,1,COL,0.8209656461110162,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,,1.12,5.0,0.018519173066895853,0.009243441147081281,0.09259586533447926,0.02773032344124384,0.0,0.0,1,UZB,1.3945601674130277,0.013279579827129122,0.0088376166795091,0.013279579827129122,0.0088376166795091,,
289,Lionel Mpasi,GK,4.0,Congo DR,COD,1.37,90.0,0.0,0.0,0.0,0.0,0.6040910421096103,-1.234286481292713,2,POR,0.8547674959389886,0.0,0.0,0.0,0.0,,,1.81,90.0,0.0,0.0,0.0,0.0,0.8020435735767344,-0.9904389685978926,2,COL,0.8209656461110162,0.0,0.0,0.0,0.0,,,2.94,90.0,0.0,0.0,0.0,0.0,1.4643828599287287,-0.5208805867254049,2,UZB,1.3945601674130277,0.0,0.0,0.0,0.0,,
290,Matthieu Epolo,GK,3.7,Congo DR,COD,-0.23,5.0,0.0,0.0,0.0,0.0,0.0,-1.234286481292713,1,POR,0.8547674959389886,0.0,0.0,0.0,0.0,,,0.01,5.0,0.0,0.0,0.0,0.0,0.0,-0.9904389685978926,1,COL,0.8209656461110162,0.0,0.0,0.0,0.0,,,0.48,5.0,0.0,0.0,0.0,0.0,0.0,-0.5208805867254049,1,UZB,1.3945601674130277,0.0,0.0,0.0,0.0,,
291,Timothy Fayulu,GK,3.6,Congo DR,COD,-0.23,5.0,0.0,0.0,0.0,0.0,0.0,-1.234286481292713,1,POR,0.8547674959389886,0.0,0.0,0.0,0.0,,,0.01,5.0,0.0,0.0,0.0,0.0,0.0,-0.9904389685978926,1,COL,0.8209656461110162,0.0,0.0,0.0,0.0,,,0.48,5.0,0.0,0.0,0.0,0.0,0.0,-0.5208805867254049,1,UZB,1.3945601674130277,0.0,0.0,0.0,0.0,,
292,Ngal'ayel Mukau,MID,4.9,Congo DR,COD,1.14,35.0,0.01852481128002891,0.009956648064717362,0.11114886768017346,0.029869944194152086,0.0,0.0,1,POR,0.8547674959389886,0.021672339399942706,0.015531160012551599,0.021672339399942706,0.015531160012551599,,,1.14,35.0,0.017792246118211192,0.0095629116109185,0.10675347670926716,0.0286887348327555,0.0,0.0,1,COL,0.8209656461110162,0.0216723393999427,0.015531160012551599,0.0216723393999427,0.015531160012551599,,,1.23,35.0,0.030223381261816055,0.01624435283041686,0.18134028757089632,0.04873305849125058,0.0,0.0,1,UZB,1.3945601674130277,0.021672339399942706,0.0155311600125516,0.021672339399942706,0.0155311600125516,,
293,Samuel Moutoussamy,MID,5.1,Congo DR,COD,1.16,35.0,0.022402243208154562,0.009001741466697683,0.13441345924892736,0.02700522440009305,0.0,0.0,1,POR,0.8547674959389886,0.02620858106395939,0.014041621859301034,0.02620858106395939,0.014041621859301034,,,1.16,35.0,0.021516344686826366,0.008645766871625729,0.1290980681209582,0.025937300614877187,0.0,0.0,1,COL,0.8209656461110162,0.02620858106395939,0.014041621859301032,0.02620858106395939,0.014041621859301032,,,1.26,35.0,0.036549443196213116,0.01468641489814296,0.2192966591772787,0.04405924469442888,0.0,0.0,1,UZB,1.3945601674130277,0.02620858106395939,0.014041621859301034,0.02620858106395939,0.014041621859301034,,
294,Noah Sadiki,MID,5.3,Congo DR,COD,2.39,75.0,0.02826315345926389,0.03389297041653781,0.16957892075558334,0.10167891124961344,0.12081820842192205,0.0,2,POR,0.8547674959389886,0.03306531143678544,0.052868911647613724,0.03306531143678544,0.052868911647613724,,,2.42,75.0,0.02714548476756253,0.03255267015747707,0.16287290860537518,0.09765801047243122,0.16040871471534687,0.0,2,COL,0.8209656461110162,0.033065311436785434,0.052868911647613724,0.033065311436785434,0.052868911647613724,,,2.74,75.0,0.046111566252847395,0.05529665870868057,0.27666939751708436,0.16588997612604173,0.29287657198574574,0.0,2,UZB,1.3945601674130277,0.033065311436785434,0.052868911647613724,0.033065311436785434,0.052868911647613724,,
295,Charles Pickel,MID,5.3,Congo DR,COD,2.77,75.0,0.07065788364815972,0.0764424358519236,0.42394730188895835,0.2293273075557708,0.12081820842192205,0.0,2,POR,0.8547674959389886,0.0826632785919636,0.1192409026861731,0.0826632785919636,0.1192409026861731,,,2.79,75.0,0.06786371191890633,0.07341951353746118,0.407182271513438,0.22025854061238354,0.16040871471534687,0.0,2,COL,0.8209656461110162,0.08266327859196361,0.11924090268617311,0.08266327859196361,0.11924090268617311,,,3.36,75.0,0.1152789156321185,0.12471645990938257,0.691673493792711,0.3741493797281477,0.29287657198574574,0.0,2,UZB,1.3945601674130277,0.0826632785919636,0.1192409026861731,0.0826632785919636,0.1192409026861731,,
296,Edo Kayembe,MID,5.6,Congo DR,COD,2.55,75.0,0.054736498454439834,0.033215679974717735,0.328418990726639,0.0996470399241532,0.12081820842192205,0.0,2,POR,0.8547674959389886,0.06403671023347711,0.05181242093321807,0.06403671023347711,0.05181242093321807,,,2.57,75.0,0.052571939191650464,0.03190216322101148,0.3154316351499028,0.09570648966303444,0.16040871471534687,0.0,2,COL,0.8209656461110162,0.06403671023347712,0.05181242093321806,0.06403671023347712,0.05181242093321806,,,2.99,75.0,0.08930304534377738,0.05419165380802713,0.5358182720626643,0.1625749614240814,0.29287657198574574,0.0,2,UZB,1.3945601674130277,0.06403671023347711,0.05181242093321806,0.06403671023347711,0.05181242093321806,,
297,Théo Bongonda,MID,6.2,Congo DR,COD,2.77,75.0,0.07065788364815972,0.0764424358519236,0.42394730188895835,0.2293273075557708,0.12081820842192205,0.0,2,POR,0.8547674959389886,0.0826632785919636,0.1192409026861731,0.0826632785919636,0.1192409026861731,,,2.79,75.0,0.06786371191890633,0.07341951353746118,0.407182271513438,0.22025854061238354,0.16040871471534687,0.0,2,COL,0.8209656461110162,0.08266327859196361,0.11924090268617311,0.08266327859196361,0.11924090268617311,,,3.36,75.0,0.1152789156321185,0.12471645990938257,0.691673493792711,0.3741493797281477,0.29287657198574574,0.0,2,UZB,1.3945601674130277,0.0826632785919636,0.1192409026861731,0.0826632785919636,0.1192409026861731,,
298,Christ Inao Oulaï,MID,4.6,Côte d'Ivoire,CIV,1.23,35.0,0.022718878060694104,0.030931425705366045,0.13631326836416463,0.09279427711609814,0.0,0.0,1,ECU,0.9722410680584821,0.02336753589936557,0.042419418697099594,0.02336753589936557,0.042419418697099594,,,1.24,35.0,0.024239729816465903,0.03300204349585978,0.1454383788987954,0.09900613048757934,0.0,0.0,1,GER,1.0373250273737256,0.02336753589936557,0.0424194186970996,0.02336753589936557,0.0424194186970996,,,1.48,35.0,0.04748201526846426,0.06464608083611888,0.28489209161078555,0.19393824250835662,0.0,0.0,1,CUW,2.031965007904552,0.023367535899365566,0.0424194186970996,0.023367535899365566,0.0424194186970996,,
299,Evan Ndicka,DEF,4.4,Côte d'Ivoire,CIV,2.36,80.0,0.032711167287833305,0.01666435122448408,0.22897817101483314,0.04999305367345225,0.9413290871214803,-0.8581662097539701,2,ECU,0.9722410680584821,0.03364511988076775,0.02285352439426294,0.03364511988076775,0.02285352439426294,,,1.59,80.0,0.03490092490130968,0.01777989961339868,0.24430647430916774,0.05333969884019604,0.572153393161033,-1.2822167447578108,2,GER,1.0373250273737256,0.033645119880767745,0.02285352439426294,0.033645119880767745,0.02285352439426294,,,4.33,80.0,0.06836570628447383,0.034828171407326525,0.47855994399131685,0.10448451422197957,2.050293468712381,-0.30151366780257205,2,CUW,2.031965007904552,0.033645119880767745,0.02285352439426294,0.033645119880767745,0.02285352439426294,,
300,Wilfried Singo,DEF,4.4,Côte d'Ivoire,CIV,2.48,80.0,0.04118382949521365,0.03477558330553354,0.28828680646649557,0.10432674991660063,0.9413290871214803,-0.8581662097539701,2,ECU,0.9722410680584821,0.04235968922548782,0.047691304071295376,0.04235968922548782,0.047691304071295376,,,1.71,80.0,0.043940765785371656,0.03710353747593386,0.3075853604976016,0.11131061242780158,0.572153393161033,-1.2822167447578108,2,GER,1.0373250273737256,0.042359689225487815,0.047691304071295376,0.042359689225487815,0.047691304071295376,,,4.57,80.0,0.08607340625190273,0.07268029579065607,0.6025138437633191,0.21804088737196822,2.050293468712381,-0.30151366780257205,2,CUW,2.031965007904552,0.042359689225487815,0.04769130407129537,0.042359689225487815,0.04769130407129537,,
301,Ousmane Diomande,DEF,4.3,Côte d'Ivoire,CIV,2.3,80.0,0.018033451984288136,0.031480725560692806,0.12623416389001696,0.09444217668207841,0.9413290871214803,-0.8581662097539701,2,ECU,0.9722410680584821,0.018548333923293386,0.04317272961058005,0.018548333923293386,0.04317272961058005,,,1.53,80.0,0.01924065099471731,0.03358811469382005,0.13468455696302117,0.10076434408146015,0.572153393161033,-1.2822167447578108,2,GER,1.0373250273737256,0.018548333923293383,0.04317272961058005,0.018548333923293383,0.04317272961058005,,,4.21,80.0,0.03768956548706111,0.06579410689831755,0.26382695840942777,0.19738232069495265,2.050293468712381,-0.30151366780257205,2,CUW,2.031965007904552,0.018548333923293383,0.04317272961058006,0.018548333923293383,0.04317272961058006,,
302,Odilon Kossounou,DEF,4.3,Côte d'Ivoire,CIV,2.35,80.0,0.03134530469989614,0.01666435122448408,0.21941713289927298,0.04999305367345225,0.9413290871214803,-0.8581662097539701,2,ECU,0.9722410680584821,0.03224025987967283,0.02285352439426294,0.03224025987967283,0.02285352439426294,,,1.58,80.0,0.033443628462217635,0.01777989961339868,0.23410539923552345,0.05333969884019604,0.572153393161033,-1.2822167447578108,2,GER,1.0373250273737256,0.03224025987967282,0.02285352439426294,0.03224025987967282,0.02285352439426294,,,4.31,80.0,0.0655110799212442,0.034828171407326525,0.4585775594487094,0.10448451422197957,2.050293468712381,-0.30151366780257205,2,CUW,2.031965007904552,0.03224025987967282,0.02285352439426294,0.03224025987967282,0.02285352439426294,,
303,Guéla Doué,DEF,3.9,Côte d'Ivoire,CIV,0.28,25.0,0.009738457673841279,0.024327840272126887,0.06816920371688895,0.07298352081638065,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.010016505158837306,0.033363248507503586,0.010016505158837306,0.033363248507503586,,,-0.13,25.0,0.010390371488079971,0.02595639950349193,0.0727326004165598,0.07786919851047579,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.010016505158837305,0.03336324850750359,0.010016505158837305,0.03336324850750359,,,0.99,25.0,0.020353187984252834,0.05084471513795331,0.14247231588976983,0.15253414541385993,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.010016505158837306,0.03336324850750359,0.010016505158837306,0.03336324850750359,,
304,Emmanuel Agbadou,DEF,3.9,Côte d'Ivoire,CIV,0.16,5.0,0.0017146672196302116,0.002037878371735624,0.012002670537411482,0.006113635115206872,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.0017636235250320358,0.0027947504498449373,0.0017636235250320358,0.0027947504498449373,,,-0.26,5.0,0.0018294508213808028,0.0021742984401660987,0.01280615574966562,0.006522895320498296,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.0017636235250320358,0.0027947504498449377,0.0017636235250320358,0.0027947504498449377,,,0.74,5.0,0.0035836212899823744,0.004259126339932814,0.025085349029876622,0.012777379019798443,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.0017636235250320356,0.0027947504498449373,0.0017636235250320356,0.0027947504498449373,,
305,Ghislain Konan,DEF,4.0,Côte d'Ivoire,CIV,0.2,25.0,0.005635453745090043,0.004929063189218766,0.0394481762156303,0.014787189567656296,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.005796354351029183,0.006759727055570506,0.005796354351029183,0.006759727055570506,,,-0.22,25.0,0.00601270343584916,0.005259025539718943,0.042088924050944124,0.015777076619156827,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.005796354351029182,0.0067597270555705075,0.005796354351029182,0.0067597270555705075,,,0.81,25.0,0.011777989214706599,0.010301646629928706,0.08244592450294619,0.03090493988978612,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.005796354351029183,0.0067597270555705075,0.005796354351029183,0.0067597270555705075,,
306,Clément Akpa,DEF,3.6,Côte d'Ivoire,CIV,0.15,5.0,0.0011838606761798492,0.0010354665913469398,0.008287024733258944,0.0031063997740408194,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.0012176616634225923,0.0014200409416493325,0.0012176616634225923,0.0014200409416493325,,,-0.27,5.0,0.001263110918341777,0.0011047830065011536,0.008841776428392439,0.0033143490195034608,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.0012176616634225926,0.0014200409416493325,0.0012176616634225926,0.0014200409416493325,,,0.72,5.0,0.0024742458915415584,0.002164105127417455,0.017319721240790908,0.006492315382252365,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.0012176616634225926,0.0014200409416493323,0.0012176616634225926,0.0014200409416493323,,
307,Yan Diomande,FWD,5.9,Côte d'Ivoire,CIV,3.21,70.0,0.17514556485306268,0.11040253570003339,0.8757278242653134,0.33120760710010017,0.0,0.0,2,ECU,0.9722410680584821,0.1801462318422938,0.15140625691458992,0.1801462318422938,0.15140625691458992,,,3.29,70.0,0.18687019487708095,0.11779312469886022,0.9343509743854048,0.35337937409658066,0.0,0.0,2,GER,1.0373250273737256,0.18014623184229384,0.1514062569145899,0.18014623184229384,0.1514062569145899,,,4.52,70.0,0.36605083940940186,0.23073916202119,1.8302541970470094,0.6922174860635699,0.0,0.0,2,CUW,2.031965007904552,0.18014623184229384,0.1514062569145899,0.18014623184229384,0.1514062569145899,,
308,Nicolas Pépé,FWD,5.9,Côte d'Ivoire,CIV,2.99,70.0,0.13041857778917934,0.11387240171768416,0.6520928889458967,0.3416172051530525,0.0,0.0,2,ECU,0.9722410680584821,0.13414222261729683,0.15616483806851425,0.13414222261729683,0.15616483806851425,,,3.06,70.0,0.13914908474845983,0.12149527119317623,0.6957454237422991,0.3644858135795287,0.0,0.0,2,GER,1.0373250273737256,0.13414222261729683,0.15616483806851425,0.13414222261729683,0.15616483806851425,,,4.08,70.0,0.27257230244088976,0.23799111481522625,1.3628615122044487,0.7139733444456787,0.0,0.0,2,CUW,2.031965007904552,0.13414222261729683,0.15616483806851425,0.13414222261729683,0.15616483806851425,,
309,Elye Wahi,FWD,5.9,Côte d'Ivoire,CIV,1.54,35.0,0.09448158922143388,0.02321519554442406,0.4724079461071694,0.06964558663327218,0.0,0.0,1,ECU,0.9722410680584821,0.09717917944991666,0.031837365316242906,0.09717917944991666,0.031837365316242906,,,1.58,35.0,0.10080639498304099,0.024769271886134227,0.5040319749152049,0.07430781565840268,0.0,0.0,1,GER,1.0373250273737256,0.09717917944991666,0.031837365316242906,0.09717917944991666,0.031837365316242906,,,2.13,35.0,0.1974646921391078,0.04851930919985972,0.987323460695539,0.14555792759957917,0.0,0.0,1,CUW,2.031965007904552,0.09717917944991666,0.031837365316242906,0.09717917944991666,0.031837365316242906,,
310,Amad Diallo,FWD,5.9,Côte d'Ivoire,CIV,1.07,10.0,0.009067981432461337,0.00814277770087804,0.04533990716230668,0.02442833310263412,0.0,0.0,1,ECU,0.9722410680584821,0.009326885821198288,0.011167021525006164,0.009326885821198288,0.011167021525006164,,,1.07,10.0,0.009675012089786127,0.008687873181832501,0.04837506044893063,0.026063619545497504,0.0,0.0,1,GER,1.0373250273737256,0.009326885821198288,0.011167021525006163,0.009326885821198288,0.011167021525006163,,,1.15,10.0,0.018951905621396033,0.01701824773599709,0.09475952810698017,0.05105474320799127,0.0,0.0,1,CUW,2.031965007904552,0.009326885821198288,0.011167021525006164,0.009326885821198288,0.011167021525006164,,
311,Simon Adingra,FWD,5.6,Côte d'Ivoire,CIV,1.16,10.0,0.025879012304721363,0.01031291041364507,0.1293950615236068,0.030938731240935206,0.0,0.0,1,ECU,0.9722410680584821,0.026617896687290206,0.01414314584103364,0.026617896687290206,0.01414314584103364,,,1.17,10.0,0.02761141040977431,0.01100327936002561,0.13805705204887156,0.03300983808007683,0.0,0.0,1,GER,1.0373250273737256,0.026617896687290206,0.01414314584103364,0.026617896687290206,0.01414314584103364,,,1.34,10.0,0.0540866346525922,0.021553783088003365,0.270433173262961,0.0646613492640101,0.0,0.0,1,CUW,2.031965007904552,0.026617896687290206,0.01414314584103364,0.026617896687290206,0.01414314584103364,,
312,Evann Guessand,FWD,5.3,Côte d'Ivoire,CIV,1.08,5.0,0.012939506152360681,0.005156455206822535,0.0646975307618034,0.015469365620467603,0.0,0.0,1,ECU,0.9722410680584821,0.013308948343645103,0.00707157292051682,0.013308948343645103,0.00707157292051682,,,1.09,5.0,0.013805705204887156,0.005501639680012805,0.06902852602443578,0.016504919040038413,0.0,0.0,1,GER,1.0373250273737256,0.013308948343645103,0.00707157292051682,0.013308948343645103,0.00707157292051682,,,1.17,5.0,0.0270433173262961,0.010776891544001682,0.1352165866314805,0.03233067463200505,0.0,0.0,1,CUW,2.031965007904552,0.013308948343645103,0.00707157292051682,0.013308948343645103,0.00707157292051682,,
314,Bazoumana Touré,FWD,4.5,Côte d'Ivoire,CIV,1.06,5.0,0.0067862156166089045,0.009316626965822855,0.03393107808304452,0.027949880897468568,0.0,0.0,1,ECU,0.9722410680584821,0.006979972189572948,0.012776840740301448,0.006979972189572948,0.012776840740301448,,,1.07,5.0,0.007240499842616601,0.009940302503012198,0.036202499213083,0.02982090750903659,0.0,0.0,1,GER,1.0373250273737256,0.006979972189572948,0.012776840740301446,0.006979972189572948,0.012776840740301446,,,1.13,5.0,0.014183059245359148,0.019471569971896373,0.07091529622679574,0.05841470991568912,0.0,0.0,1,CUW,2.031965007904552,0.006979972189572947,0.012776840740301446,0.006979972189572947,0.012776840740301446,,
316,Alban Lafont,GK,4.1,Côte d'Ivoire,CIV,0.14,5.0,0.0,0.0,0.0,0.0,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.0,0.0,0.0,0.0,,,-0.28,5.0,0.0,0.0,0.0,0.0,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.0,0.0,0.0,0.0,,,0.7,5.0,0.0,0.0,0.0,0.0,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.0,0.0,0.0,0.0,,
317,Yahia Fofana,GK,4.2,Côte d'Ivoire,CIV,2.08,90.0,0.0,0.0,0.0,0.0,0.9413290871214803,-0.8581662097539701,2,ECU,0.9722410680584821,0.0,0.0,0.0,0.0,,,1.29,90.0,0.0,0.0,0.0,0.0,0.572153393161033,-1.2822167447578108,2,GER,1.0373250273737256,0.0,0.0,0.0,0.0,,,3.75,90.0,0.0,0.0,0.0,0.0,2.050293468712381,-0.30151366780257205,2,CUW,2.031965007904552,0.0,0.0,0.0,0.0,,
318,Mohamed Koné,GK,3.7,Côte d'Ivoire,CIV,0.14,5.0,0.0,0.0,0.0,0.0,0.0,-0.8581662097539701,1,ECU,0.9722410680584821,0.0,0.0,0.0,0.0,,,-0.28,5.0,0.0,0.0,0.0,0.0,0.0,-1.2822167447578108,1,GER,1.0373250273737256,0.0,0.0,0.0,0.0,,,0.7,5.0,0.0,0.0,0.0,0.0,0.0,-0.30151366780257205,1,CUW,2.031965007904552,0.0,0.0,0.0,0.0,,
319,Parfait Guiagon,MID,4.9,Côte d'Ivoire,CIV,1.32,35.0,0.0375883078173355,0.03246744584910291,0.225529846904013,0.09740233754730873,0.0,0.0,1,ECU,0.9722410680584821,0.038661510043386166,0.044525919775485055,0.038661510043386166,0.044525919775485055,,,1.34,35.0,0.04010455196406512,0.034640888212459,0.24062731178439073,0.10392266463737701,0.0,0.0,1,GER,1.0373250273737256,0.038661510043386166,0.04452591977548505,0.038661510043386166,0.04452591977548505,,,1.67,35.0,0.0785588355609111,0.0678563331964132,0.47135301336546664,0.20356899958923957,0.0,0.0,1,CUW,2.031965007904552,0.03866151004338617,0.04452591977548505,0.03866151004338617,0.04452591977548505,,
320,Jean Michaël Seri,MID,5.5,Côte d'Ivoire,CIV,2.88,75.0,0.08054637389429034,0.06957309824807767,0.48327824336574204,0.208719294744233,0.18826581742429607,0.0,2,ECU,0.9722410680584821,0.08284609295011319,0.09541268523318226,0.08284609295011319,0.09541268523318226,,,2.85,75.0,0.08593832563728239,0.07423047474098357,0.5156299538236944,0.2226914242229507,0.11443067863220659,0.0,2,GER,1.0373250273737256,0.0828460929501132,0.09541268523318223,0.0828460929501132,0.09541268523318223,,,3.86,75.0,0.16834036191623805,0.14540642827802827,1.0100421714974284,0.4362192848340848,0.41005869374247617,0.0,2,CUW,2.031965007904552,0.0828460929501132,0.09541268523318223,0.0828460929501132,0.09541268523318223,,
321,Ibrahim Sangaré,MID,5.8,Côte d'Ivoire,CIV,2.68,75.0,0.056848744611847565,0.05079789228250053,0.34109246767108536,0.15239367684750157,0.18826581742429607,0.0,2,ECU,0.9722410680584821,0.05847186102246404,0.0696643304510769,0.05847186102246404,0.0696643304510769,,,2.64,75.0,0.06065432483572018,0.0541984151191017,0.36392594901432107,0.1625952453573051,0.11443067863220659,0.0,2,GER,1.0373250273737256,0.05847186102246404,0.0696643304510769,0.05847186102246404,0.0696643304510769,,,3.44,75.0,0.11881277554470501,0.10616661133176584,0.71287665326823,0.3184998339952975,0.41005869374247617,0.0,2,CUW,2.031965007904552,0.05847186102246404,0.0696643304510769,0.05847186102246404,0.0696643304510769,,
322,Franck Kessie,MID,5.9,Côte d'Ivoire,CIV,2.78,75.0,0.07348837924599473,0.049795679601251676,0.4409302754759684,0.14938703880375503,0.18826581742429607,0.0,2,ECU,0.9722410680584821,0.07558658203232191,0.06828989398783741,0.07558658203232191,0.06828989398783741,,,2.74,75.0,0.07840785327576469,0.05312911211271169,0.47044711965458813,0.15938733633813507,0.11443067863220659,0.0,2,GER,1.0373250273737256,0.07558658203232192,0.06828989398783741,0.07558658203232192,0.06828989398783741,,,3.64,75.0,0.1535892897567851,0.10407200623259781,0.9215357385407106,0.3122160186977934,0.41005869374247617,0.0,2,CUW,2.031965007904552,0.07558658203232192,0.06828989398783741,0.07558658203232192,0.06828989398783741,,
323,Seko Fofana,MID,6.8,Côte d'Ivoire,CIV,2.88,75.0,0.08054637389429034,0.06957309824807767,0.48327824336574204,0.208719294744233,0.18826581742429607,0.0,2,ECU,0.9722410680584821,0.08284609295011319,0.09541268523318226,0.08284609295011319,0.09541268523318226,,,2.85,75.0,0.08593832563728239,0.07423047474098357,0.5156299538236944,0.2226914242229507,0.11443067863220659,0.0,2,GER,1.0373250273737256,0.0828460929501132,0.09541268523318223,0.0828460929501132,0.09541268523318223,,,3.86,75.0,0.16834036191623805,0.14540642827802827,1.0100421714974284,0.4362192848340848,0.41005869374247617,0.0,2,CUW,2.031965007904552,0.0828460929501132,0.09541268523318223,0.0828460929501132,0.09541268523318223,,
324,Petar Sucic,MID,4.2,Croatia,CRO,1.03,5.0,0.0033580190086074297,0.0037061739047822124,0.02014811405164458,0.011118521714346637,0.0,0.0,1,ENG,0.9885247150937496,0.003397000557835281,0.004998929344834474,0.003397000557835281,0.004998929344834474,,,1.06,5.0,0.0061181504936616065,0.006752472111389968,0.03670890296196964,0.020257416334169904,0.0,0.0,1,PAN,1.8010448893068074,0.003397000557835281,0.004998929344834474,0.003397000557835281,0.004998929344834474,,,1.06,5.0,0.006610532047323247,0.0072959031225603484,0.03966319228393948,0.021887709367681044,0.0,0.0,1,GHA,1.9459908630500107,0.0033970005578352813,0.004998929344834474,0.0033970005578352813,0.004998929344834474,,
325,Josip Stanisic,DEF,4.3,Croatia,CRO,2.25,80.0,0.029721112964304505,0.057657490928548986,0.20804779075013152,0.17297247278564695,0.8310848414446466,-0.9606782744598602,2,ENG,0.9885247150937496,0.03006613037640219,0.0777690768855565,0.03006613037640219,0.0777690768855565,,,4.01,80.0,0.05415045045565133,0.10504919885312977,0.37905315318955934,0.3151475965593893,1.724471574692488,-0.4094115573305706,2,PAN,1.8010448893068074,0.030066130376402194,0.0777690768855565,0.030066130376402194,0.0777690768855565,,,4.51,80.0,0.05850841499974904,0.11350343478534505,0.4095589049982433,0.34051030435603513,2.0590128964460988,-0.2990138002460453,2,GHA,1.9459908630500107,0.03006613037640219,0.0777690768855565,0.03006613037640219,0.0777690768855565,,
326,Josip Sutalo,DEF,4.3,Croatia,CRO,2.03,80.0,0.015689962143478373,0.01667470961676243,0.10982973500434862,0.050024128850287286,0.8310848414446466,-0.9606782744598602,2,ENG,0.9885247150937496,0.015872099001581735,0.02249103721556897,0.015872099001581735,0.02249103721556897,,,3.61,80.0,0.028586362789370465,0.030380525724232287,0.20010453952559326,0.09114157717269686,1.724471574692488,-0.4094115573305706,2,PAN,1.8010448893068074,0.015872099001581735,0.022491037215568978,0.015872099001581735,0.022491037215568978,,,4.07,80.0,0.030886959634503254,0.03282551469151124,0.21620871744152279,0.09847654407453371,2.0590128964460988,-0.2990138002460453,2,GHA,1.9459908630500107,0.015872099001581735,0.022491037215568974,0.015872099001581735,0.022491037215568974,,
