id,player,position,price,team,abbr,1_Pts,1_xMins,1_xG,1_xA,1_GoalPts,1_AssistPts,1_CSPts,1_ConcededPts,1_AppPts,1_OppAbbr,1_TeamXG,1_GoalShare,1_AssistShare,1_ModelGoalShare,1_ModelAssistShare,1_OverrideGoalShare,1_OverrideAssistShare,2_Pts,2_xMins,2_xG,2_xA,2_GoalPts,2_AssistPts,2_CSPts,2_ConcededPts,2_AppPts,2_OppAbbr,2_TeamXG,2_GoalShare,2_AssistShare,2_ModelGoalShare,2_ModelAssistShare,2_OverrideGoalShare,2_OverrideAssistShare,3_Pts,3_xMins,3_xG,3_xA,3_GoalPts,3_AssistPts,3_CSPts,3_ConcededPts,3_AppPts,3_OppAbbr,3_TeamXG,3_GoalShare,3_AssistShare,3_ModelGoalShare,3_ModelAssistShare,3_OverrideGoalShare,3_OverrideAssistShare
11,Riyad Mahrez,MID,6.5,Algeria,ALG,2.6,75.0,0.04673879781393648,0.07253574287784063,0.2804327868836189,0.2176072286335219,0.10551718850372208,0.0,2,ARG,0.7489468719762685,0.06240602579807218,0.12913375762144233,0.06240602579807218,0.12913375762144233,,,3.5,75.0,0.10565049970359683,0.16396308505672372,0.6339029982215809,0.4918892551701711,0.37180376489765277,0.0,2,JOR,1.6929534985203392,0.062406025798072175,0.12913375762144233,0.062406025798072175,0.12913375762144233,,,3.11,75.0,0.08332600724244438,0.12931684422941683,0.49995604345466627,0.3879505326882505,0.2219635303321902,0.0,2,AUT,1.3352237412467698,0.06240602579807219,0.1291337576214423,0.06240602579807219,0.1291337576214423,,
12,Ibrahim Maza,FWD,5.4,Algeria,ALG,1.24,35.0,0.030840007158610107,0.027503752699027485,0.15420003579305053,0.08251125809708246,0.0,0.0,1,ARG,0.7489468719762685,0.04117783024746689,0.0489643146096643,0.04117783024746689,0.0489643146096643,,,1.54,35.0,0.06971215177892573,0.0621707307908113,0.3485607588946287,0.18651219237243388,0.0,0.0,1,JOR,1.6929534985203392,0.0411778302474669,0.0489643146096643,0.0411778302474669,0.0489643146096643,,,1.42,35.0,0.05498161655944716,0.04903373650552488,0.2749080827972358,0.14710120951657463,0.0,0.0,1,AUT,1.3352237412467698,0.04117783024746691,0.04896431460966431,0.04117783024746691,0.04896431460966431,,
13,Anis Hadj Moussa,FWD,5.3,Algeria,ALG,1.1,10.0,0.015462279697277998,0.007739795238713589,0.07731139848638999,0.023219385716140767,0.0,0.0,1,ARG,0.7489468719762685,0.020645362542842615,0.01377898402555642,0.020645362542842615,0.01377898402555642,,,1.23,10.0,0.03495163874512617,0.017495384409091205,0.17475819372563084,0.05248615322727361,0.0,0.0,1,JOR,1.6929534985203392,0.020645362542842615,0.01377898402555642,0.020645362542842615,0.01377898402555642,,,1.18,10.0,0.02756617821385024,0.013798519950887187,0.1378308910692512,0.041395559852661565,0.0,0.0,1,AUT,1.3352237412467698,0.020645362542842615,0.013778984025556417,0.020645362542842615,0.013778984025556417,,
14,Farès Ghedjemis,FWD,4.4,Algeria,ALG,1.12,10.0,0.01942228799396395,0.007365571525090271,0.09711143996981975,0.022096714575270814,0.0,0.0,1,ARG,0.7489468719762685,0.025932798067122943,0.013112761934019909,0.025932798067122943,0.013112761934019909,,,1.27,10.0,0.043903021214157276,0.0166494721435975,0.2195151060707864,0.0499484164307925,0.0,0.0,1,JOR,1.6929534985203392,0.025932798067122943,0.013112761934019909,0.025932798067122943,0.013112761934019909,,,1.21,10.0,0.034626087656180894,0.013131353285715219,0.17313043828090446,0.039394059857145655,0.0,0.0,1,AUT,1.3352237412467698,0.025932798067122943,0.013112761934019909,0.025932798067122943,0.013112761934019909,,
15,Ahmed Benbouali,FWD,4.2,Algeria,ALG,1.06,5.0,0.009711143996981975,0.0036827857625451356,0.04855571998490987,0.011048357287635407,0.0,0.0,1,ARG,0.7489468719762685,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,,1.13,5.0,0.021951510607078638,0.00832473607179875,0.1097575530353932,0.02497420821539625,0.0,0.0,1,JOR,1.6929534985203392,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,,1.11,5.0,0.017313043828090447,0.0065656766428576095,0.08656521914045223,0.019697029928572828,0.0,0.0,1,AUT,1.3352237412467698,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,
16,Amin Chiakha,FWD,4.0,Algeria,ALG,1.06,5.0,0.009711143996981975,0.0036827857625451356,0.04855571998490987,0.011048357287635407,0.0,0.0,1,ARG,0.7489468719762685,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,,1.13,5.0,0.021951510607078638,0.00832473607179875,0.1097575530353932,0.02497420821539625,0.0,0.0,1,JOR,1.6929534985203392,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,,1.11,5.0,0.017313043828090447,0.0065656766428576095,0.08656521914045223,0.019697029928572828,0.0,0.0,1,AUT,1.3352237412467698,0.012966399033561471,0.006556380967009954,0.012966399033561471,0.006556380967009954,,
17,Anthony Mandréa,GK,3.9,Algeria,ALG,1.17,90.0,0.0,0.0,0.0,0.0,0.5275859425186104,-1.3543986036345486,2,ARG,0.7489468719762685,0.0,0.0,0.0,0.0,,,3.5,90.0,0.0,0.0,0.0,0.0,1.8590188244882637,-0.3611928425069406,2,JOR,1.6929534985203392,0.0,0.0,0.0,0.0,,,2.38,90.0,0.0,0.0,0.0,0.0,1.109817651660951,-0.7272057187200477,2,AUT,1.3352237412467698,0.0,0.0,0.0,0.0,,
18,Luca Zidane,GK,3.8,Algeria,ALG,-0.35,5.0,0.0,0.0,0.0,0.0,0.0,-1.3543986036345486,1,ARG,0.7489468719762685,0.0,0.0,0.0,0.0,,,0.64,5.0,0.0,0.0,0.0,0.0,0.0,-0.3611928425069406,1,JOR,1.6929534985203392,0.0,0.0,0.0,0.0,,,0.27,5.0,0.0,0.0,0.0,0.0,0.0,-0.7272057187200477,1,AUT,1.3352237412467698,0.0,0.0,0.0,0.0,,
19,Melvin Mastil,GK,3.5,Algeria,ALG,-0.35,5.0,0.0,0.0,0.0,0.0,0.0,-1.3543986036345486,1,ARG,0.7489468719762685,0.0,0.0,0.0,0.0,,,0.64,5.0,0.0,0.0,0.0,0.0,0.0,-0.3611928425069406,1,JOR,1.6929534985203392,0.0,0.0,0.0,0.0,,,0.27,5.0,0.0,0.0,0.0,0.0,0.0,-0.7272057187200477,1,AUT,1.3352237412467698,0.0,0.0,0.0,0.0,,
20,Kilian Belazzoug,GK,3.5,Algeria,ALG,-0.35,5.0,0.0,0.0,0.0,0.0,0.0,-1.3543986036345486,1,ARG,0.7489468719762685,0.0,0.0,0.0,0.0,,,0.64,5.0,0.0,0.0,0.0,0.0,0.0,-0.3611928425069406,1,JOR,1.6929534985203392,0.0,0.0,0.0,0.0,,,0.27,5.0,0.0,0.0,0.0,0.0,0.0,-0.7272057187200477,1,AUT,1.3352237412467698,0.0,0.0,0.0,0.0,,
21,Adil Boulbina,MID,4.0,Algeria,ALG,1.07,10.0,0.008060044189342312,0.006625296006842439,0.04836026513605387,0.019875888020527317,0.0,0.0,1,ARG,0.7489468719762685,0.010761837042024132,0.011794866017416469,0.010761837042024132,0.011794866017416469,,,1.15,10.0,0.018219289670800533,0.014976119766572905,0.1093157380248032,0.044928359299718716,0.0,0.0,1,JOR,1.6929534985203392,0.010761837042024132,0.01179486601741647,0.010761837042024132,0.01179486601741647,,,1.12,10.0,0.01436946031793953,0.011811588848459405,0.08621676190763718,0.035434766545378214,0.0,0.0,1,AUT,1.3352237412467698,0.01076183704202413,0.01179486601741647,0.01076183704202413,0.01179486601741647,,
22,Yacine Titraoui,MID,4.7,Algeria,ALG,1.07,10.0,0.008060044189342312,0.006625296006842439,0.04836026513605387,0.019875888020527317,0.0,0.0,1,ARG,0.7489468719762685,0.010761837042024132,0.011794866017416469,0.010761837042024132,0.011794866017416469,,,1.15,10.0,0.018219289670800533,0.014976119766572905,0.1093157380248032,0.044928359299718716,0.0,0.0,1,JOR,1.6929534985203392,0.010761837042024132,0.01179486601741647,0.010761837042024132,0.01179486601741647,,,1.12,10.0,0.01436946031793953,0.011811588848459405,0.08621676190763718,0.035434766545378214,0.0,0.0,1,AUT,1.3352237412467698,0.01076183704202413,0.01179486601741647,0.01076183704202413,0.01179486601741647,,
23,Ramiz Zerrouki,MID,5.3,Algeria,ALG,1.13,35.0,0.01780328417317366,0.008770997703347971,0.10681970503904195,0.02631299311004391,0.0,0.0,1,ARG,0.7489468719762685,0.023771090900207112,0.01561481066554815,0.023771090900207112,0.01561481066554815,,,1.3,35.0,0.040243351503150636,0.019826361258729337,0.2414601090189038,0.05947908377618801,0.0,0.0,1,JOR,1.6929534985203392,0.023771090900207115,0.015614810665548151,0.023771090900207115,0.015614810665548151,,,1.24,35.0,0.03173972492529158,0.015636949436784873,0.1904383495517495,0.04691084831035462,0.0,0.0,1,AUT,1.3352237412467698,0.023771090900207112,0.01561481066554815,0.023771090900207112,0.01561481066554815,,
24,Hicham Boudaoui,MID,5.5,Algeria,ALG,1.14,35.0,0.014956900435290582,0.01781387117227254,0.08974140261174349,0.053441613516817615,0.0,0.0,1,ARG,0.7489468719762685,0.019970576011384307,0.0317136356641988,0.019970576011384307,0.0317136356641988,,,1.32,35.0,0.03380925652593942,0.040267282836378565,0.20285553915563653,0.1208018485091357,0.0,0.0,1,JOR,1.6929534985203392,0.019970576011384304,0.0317136356641988,0.019970576011384304,0.0317136356641988,,,1.26,35.0,0.026665187216773547,0.03175859944506638,0.15999112330064127,0.09527579833519914,0.0,0.0,1,AUT,1.3352237412467698,0.019970576011384307,0.0317136356641988,0.019970576011384307,0.0317136356641988,,
25,Adil Aouchiche,MID,5.6,Algeria,ALG,2.48,75.0,0.05544626101494023,0.012279146271658744,0.3326775660896414,0.03683743881497623,0.10551718850372208,0.0,2,ARG,0.7489468719762685,0.07403230200912987,0.021860288949036563,0.07403230200912987,0.021860288949036563,,,3.21,75.0,0.12533324468987073,0.027756339491202722,0.7519994681392244,0.08326901847360817,0.37180376489765277,0.0,2,JOR,1.6929534985203392,0.07403230200912986,0.021860288949036567,0.07403230200912986,0.021860288949036567,,,2.88,75.0,0.09884968726174113,0.021891282596451015,0.5930981235704468,0.06567384778935305,0.2219635303321902,0.0,2,AUT,1.3352237412467698,0.07403230200912987,0.021860288949036567,0.07403230200912987,0.021860288949036567,,
26,Houssem Aouar,MID,6.0,Algeria,ALG,2.73,75.0,0.08376252864093825,0.039456221691859146,0.5025751718456295,0.11836866507557744,0.10551718850372208,0.0,2,ARG,0.7489468719762685,0.11184041455425478,0.07024302731958336,0.11184041455425478,0.07024302731958336,,,3.78,75.0,0.18934062109559066,0.08918863413551131,1.136043726573544,0.26756590240653394,0.37180376489765277,0.0,2,JOR,1.6929534985203392,0.11184041455425477,0.07024302731958336,0.11184041455425477,0.07024302731958336,,,3.33,75.0,0.14933197674372176,0.07034261830061488,0.8959918604623305,0.2110278549018446,0.2219635303321902,0.0,2,AUT,1.3352237412467698,0.11184041455425478,0.07024302731958337,0.11184041455425478,0.07024302731958337,,
27,Farès Chaïbi,MID,6.2,Algeria,ALG,2.7,75.0,0.04209140163027118,0.11461847516450921,0.25254840978162707,0.34385542549352766,0.10551718850372208,0.0,2,ARG,0.7489468719762685,0.05620078433494667,0.20405270289655664,0.05620078433494667,0.20405270289655664,,,3.72,75.0,0.09514531445943504,0.2590888029384427,0.5708718867566103,0.7772664088153282,0.37180376489765277,0.0,2,JOR,1.6929534985203392,0.05620078433494667,0.20405270289655666,0.05620078433494667,0.20405270289655666,,,3.29,75.0,0.07504062152071034,0.20434201002979194,0.450243729124262,0.6130260300893758,0.2219635303321902,0.0,2,AUT,1.3352237412467698,0.056200784334946664,0.20405270289655664,0.056200784334946664,0.20405270289655664,,
28,Cristian Romero,DEF,4.9,Argentina,ARG,4.85,85.0,0.07433802455571346,0.06371830676204011,0.5203661718899942,0.19115492028612036,2.364321386164919,-0.2218111492092521,2,ALG,2.2488814151308274,0.03305555555555555,0.03777777777777778,0.03656034310754014,0.03103433518795555,0.035,0.04,4.52,85.0,0.0748181341754134,0.06412982929321147,0.5237269392278938,0.1923894878796344,2.0966571506041474,-0.288425099183559,2,AUT,2.263405739760405,0.03305555555555556,0.03777777777777777,0.03656034310754014,0.031034335187955557,0.035,0.04,5.7,85.0,0.09139596800020136,0.07833940114302973,0.6397717760014096,0.2350182034290892,2.94441230472968,-0.11841113315847807,2,JOR,2.7649200403422256,0.03305555555555556,0.03777777777777778,0.03656034310754014,0.031034335187955557,0.035,0.04
29,Marcos Senesi,DEF,4.7,Argentina,ARG,4.64,80.0,0.03482678974289759,0.08378656013995767,0.2437875282002831,0.251359680419873,2.364321386164919,-0.2218111492092521,2,ALG,2.2488814151308274,0.015486272201182986,0.04967599125872298,0.014567458588315688,0.05106239715255623,,,4.31,80.0,0.03505171738764957,0.08432769280746098,0.24536202171354698,0.25298307842238293,2.0966571506041474,-0.288425099183559,2,AUT,2.263405739760405,0.015486272201182984,0.04967599125872298,0.014567458588315688,0.05106239715255622,,,5.43,80.0,0.042818304359245545,0.10301260781633129,0.2997281305147188,0.3090378234489939,2.94441230472968,-0.11841113315847807,2,JOR,2.7649200403422256,0.015486272201182984,0.049675991258722976,0.014567458588315686,0.05106239715255623,,
30,Nahuel Molina,DEF,4.4,Argentina,ARG,4.84,80.0,0.0657563360468963,0.07895447342894814,0.46029435232827415,0.23686342028684443,2.364321386164919,-0.2218111492092521,2,ALG,2.2488814151308274,0.02923957466342038,0.04681110819374767,0.02750476599635148,0.048117558143758093,,,4.51,80.0,0.0661810211213386,0.07946439822770533,0.4632671478493702,0.23839319468311598,2.0966571506041474,-0.288425099183559,2,AUT,2.263405739760405,0.02923957466342038,0.046811108193747654,0.02750476599635148,0.048117558143758093,,,5.68,80.0,0.08084508595797378,0.0970717283666408,0.5659156017058165,0.2912151850999224,2.94441230472968,-0.11841113315847807,2,JOR,2.7649200403422256,0.029239574663420375,0.04681110819374766,0.02750476599635148,0.048117558143758093,,
31,Nicolás Otamendi,DEF,4.4,Argentina,ARG,0.83,10.0,0.005790974162187715,0.0031007869603483507,0.040536819135314005,0.009302360881045052,0.0,-0.2218111492092521,1,ALG,2.2488814151308274,0.00257504647565013,0.0018384173509465751,0.0024222667927892958,0.0018897256909735103,,,0.76,10.0,0.005828374973136307,0.003120813288155698,0.04079862481195415,0.009362439864467095,0.0,-0.288425099183559,1,AUT,2.263405739760405,0.00257504647565013,0.0018384173509465751,0.0024222667927892958,0.0018897256909735105,,,0.94,10.0,0.007119797605337663,0.003812307732108789,0.04983858323736364,0.011436923196326367,0.0,-0.11841113315847807,1,JOR,2.7649200403422256,0.00257504647565013,0.0018384173509465751,0.0024222667927892958,0.0018897256909735105,,
32,Marcos Acuña,DEF,4.3,Argentina,ARG,0.86,20.0,0.007645598292306406,0.010521670602429168,0.05351918804614484,0.031565011807287505,0.0,-0.2218111492092521,1,ALG,2.2488814151308274,0.0033997338591824446,0.006238165357312138,0.0031980247771411204,0.006412266145216701,,,0.8,20.0,0.007694977130531338,0.010589624456486108,0.05386483991371936,0.03176887336945833,0.0,-0.288425099183559,1,AUT,2.263405739760405,0.0033997338591824446,0.006238165357312138,0.0031980247771411204,0.006412266145216701,,,0.99,20.0,0.009399992279083556,0.012936021308550713,0.06579994595358489,0.03880806392565214,0.0,-0.11841113315847807,1,JOR,2.7649200403422256,0.003399733859182445,0.006238165357312139,0.0031980247771411204,0.006412266145216702,,
33,Lucas Martínez Quarta,DEF,4.3,Argentina,ARG,0.8,5.0,0.0025965336744791893,0.0015370608581087954,0.018175735721354325,0.004611182574326386,0.0,-0.2218111492092521,1,ALG,2.2488814151308274,0.0011545889689911185,0.0009113039325638121,0.0010860862300366516,0.0009367374893216357,,,0.73,5.0,0.0026133032994785457,0.0015469879137233712,0.01829312309634982,0.004640963741170114,0.0,-0.288425099183559,1,AUT,2.263405739760405,0.0011545889689911185,0.0009113039325638121,0.0010860862300366514,0.0009367374893216356,,,0.91,5.0,0.0031923461787216117,0.0018897618794912732,0.02234642325105128,0.005669285638473819,0.0,-0.11841113315847807,1,JOR,2.7649200403422256,0.0011545889689911185,0.0009113039325638121,0.0010860862300366514,0.0009367374893216357,,
34,Nicolás Tagliafico,DEF,4.3,Argentina,ARG,4.68,80.0,0.032401420272227886,0.10389950484352162,0.2268099419055952,0.31169851453056485,2.364321386164919,-0.2218111492092521,2,ALG,2.2488814151308274,0.014407794050066865,0.0616007016611129,0.013552967457029285,0.06331991397440989,,,4.35,80.0,0.03261068375020716,0.10457053628477345,0.22827478625145015,0.31371160885432037,2.0966571506041474,-0.288425099183559,2,AUT,2.263405739760405,0.014407794050066869,0.0616007016611129,0.013552967457029283,0.06331991397440989,,,5.49,80.0,0.03983639850615336,0.12774076089146527,0.2788547895430735,0.38322228267439584,2.94441230472968,-0.11841113315847807,2,JOR,2.7649200403422256,0.014407794050066865,0.0616007016611129,0.013552967457029285,0.06331991397440989,,
35,Gabriel Rojas,DEF,4.0,Argentina,ARG,0.81,5.0,0.0019113995730766014,0.005035802594103985,0.01337979701153621,0.015107407782311955,0.0,-0.2218111492092521,1,ALG,2.2488814151308274,0.0008499334647956112,0.0029856636342093235,0.0007995061942852801,0.003068990439665763,,,0.74,5.0,0.0019237442826328345,0.005068326154997471,0.01346620997842984,0.015204978464992414,0.0,-0.288425099183559,1,AUT,2.263405739760405,0.0008499334647956112,0.002985663634209324,0.0007995061942852801,0.003068990439665763,,,0.92,5.0,0.002349998069770889,0.00619134091195977,0.016449986488396223,0.01857402273587931,0.0,-0.11841113315847807,1,JOR,2.7649200403422256,0.0008499334647956113,0.002985663634209324,0.0007995061942852801,0.003068990439665763,,
36,Agustín Giay,DEF,3.7,Argentina,ARG,0.8,5.0,0.0019682441700454223,0.0015827727051900978,0.013777709190317955,0.004748318115570293,0.0,-0.2218111492092521,1,ALG,2.2488814151308274,0.0008752102964623952,0.0009384059082534422,0.0008232833301748051,0.0009645958533163312,,,0.73,5.0,0.001980956008510391,0.0015929949892244377,0.013866692059572737,0.004778984967673313,0.0,-0.288425099183559,1,AUT,2.263405739760405,0.0008752102964623952,0.0009384059082534421,0.0008232833301748051,0.0009645958533163311,,,0.9,5.0,0.002419886488202737,0.0019459629762791175,0.016939205417419157,0.005837888928837353,0.0,-0.11841113315847807,1,JOR,2.7649200403422256,0.0008752102964623952,0.0009384059082534421,0.0008232833301748052,0.0009645958533163311,,
38,Lionel Messi,FWD,10.0,Argentina,ARG,6.02,83.0,0.5703413144484571,0.38886907803303894,2.8517065722422856,1.166607234099117,0.0,0.0,2,ALG,2.2488814151308274,0.2536111111111112,0.23055555555555557,0.2924289928667605,0.21687893297335437,0.275,0.25,6.04,83.0,0.5740248445559029,0.3913805758335701,2.8701242227795145,1.1741417275007104,0.0,0.0,2,AUT,2.263405739760405,0.2536111111111112,0.23055555555555557,0.29242899286676055,0.21687893297335434,0.275,0.25,6.94,83.0,0.7012144435645701,0.4781007569758432,3.5060722178228505,1.4343022709275295,0.0,0.0,2,JOR,2.7649200403422256,0.2536111111111111,0.23055555555555557,0.29242899286676055,0.2168789329733543,0.275,0.25
