id,player,position,price,team,abbr,4_Pts,4_PtsCond,4_PPlay,4_xMins,4_xG,4_xA,4_TeamXG,4_TeamXGA,4_PCleanSheet,5_Pts,5_PtsCond,5_PPlay,5_xMins,5_xG,5_xA,5_TeamXG,5_TeamXGA,5_PCleanSheet,6_Pts,6_PtsCond,6_PPlay,6_xMins,6_xG,6_xA,6_TeamXG,6_TeamXGA,6_PCleanSheet,7_Pts,7_PtsCond,7_PPlay,7_xMins,7_xG,7_xA,7_TeamXG,7_TeamXGA,7_PCleanSheet,8_Pts,8_PtsCond,8_PPlay,8_xMins,8_xG,8_xA,8_TeamXG,8_TeamXGA,8_PCleanSheet,ko_total
51,Nico Paz,MID,5.9,Argentina,ARG,1.115,1.115,1.0,2.88,0.012,0.007,3.028,0.54,0.583,0.957,1.085,0.882,2.88,0.009,0.005,2.23,0.69,0.501,0.789,1.068,0.738,2.88,0.007,0.004,1.795,0.847,0.429,0.579,1.062,0.545,2.88,0.006,0.004,1.618,0.963,0.382,0.578,1.061,0.545,2.88,0.006,0.004,1.597,1.005,0.366,4.02
54,Exequiel Palacios,MID,6.0,Argentina,ARG,1.114,1.114,1.0,7.6,0.007,0.019,3.028,0.54,0.583,0.955,1.084,0.882,7.6,0.005,0.014,2.23,0.69,0.501,0.788,1.067,0.738,7.6,0.004,0.011,1.795,0.847,0.429,0.578,1.061,0.545,7.6,0.004,0.01,1.618,0.963,0.382,0.578,1.06,0.545,7.6,0.004,0.01,1.597,1.005,0.366,4.01
894,Júnior Alonso,DEF,4.1,Paraguay,PAR,2.712,3.347,0.81,87.87,0.035,0.041,1.114,1.489,0.226,0.794,2.408,0.33,87.87,0.026,0.03,0.823,1.876,0.153,0.297,3.663,0.081,87.87,0.033,0.038,1.041,1.345,0.261,0.096,2.971,0.032,87.87,0.029,0.034,0.933,1.621,0.198,0.097,2.978,0.032,87.87,0.03,0.034,0.941,1.62,0.198,4.0
1549,Hwang In-Beom,MID,5.8,Korea Republic,KOR,2.787,3.059,0.911,90.0,0.038,0.125,0.971,1.868,0.154,0.85,3.008,0.283,90.0,0.036,0.116,0.9,1.791,0.167,0.242,2.908,0.083,90.0,0.032,0.104,0.808,1.886,0.152,0.054,2.906,0.019,90.0,0.032,0.105,0.816,1.955,0.142,0.054,2.88,0.019,90.0,0.031,0.101,0.785,1.937,0.144,3.99
893,Gustavo Gómez,DEF,4.6,Paraguay,PAR,2.695,3.326,0.81,89.71,0.036,0.034,1.114,1.489,0.226,0.788,2.393,0.33,89.71,0.027,0.025,0.823,1.876,0.153,0.296,3.645,0.081,89.71,0.034,0.032,1.041,1.345,0.261,0.096,2.954,0.032,89.71,0.03,0.028,0.933,1.621,0.198,0.096,2.961,0.032,89.71,0.031,0.028,0.941,1.62,0.198,3.97
1035,El Hadji Malick Diouf,DEF,4.1,Senegal,SEN,2.434,3.899,0.624,85.17,0.02,0.114,0.986,1.34,0.262,0.978,3.984,0.245,85.17,0.022,0.123,1.066,1.327,0.265,0.332,3.312,0.1,85.17,0.019,0.106,0.921,1.571,0.208,0.105,3.326,0.031,85.17,0.019,0.106,0.914,1.563,0.209,0.11,3.487,0.031,85.17,0.019,0.109,0.941,1.5,0.223,3.96
737,Lee Jae-Sung,MID,6.2,Korea Republic,KOR,2.758,3.028,0.911,76.08,0.08,0.05,0.971,1.868,0.154,0.842,2.978,0.283,76.08,0.074,0.046,0.9,1.791,0.167,0.239,2.881,0.083,76.08,0.067,0.041,0.808,1.886,0.152,0.054,2.878,0.019,76.08,0.067,0.042,0.816,1.955,0.142,0.053,2.853,0.019,76.08,0.065,0.04,0.785,1.937,0.144,3.95
11,Riyad Mahrez,MID,6.5,Algeria,ALG,2.804,3.678,0.762,74.96,0.123,0.121,0.901,1.953,0.142,0.779,3.832,0.203,74.96,0.134,0.131,0.976,1.752,0.173,0.234,3.745,0.063,74.96,0.129,0.126,0.939,1.918,0.147,0.062,3.668,0.017,74.96,0.123,0.121,0.9,2.007,0.134,0.061,3.647,0.017,74.96,0.121,0.118,0.884,1.971,0.139,3.94
146,Ermedin Demirovic,FWD,6.2,Bosnia and Herzegovina,BIH,3.225,3.225,1.0,85.28,0.152,0.04,0.738,2.527,0.08,0.544,3.535,0.154,85.28,0.191,0.05,0.93,1.849,0.157,0.138,3.088,0.045,85.28,0.134,0.035,0.653,2.748,0.064,0.016,3.173,0.005,85.28,0.145,0.038,0.705,2.65,0.071,0.016,3.103,0.005,85.28,0.136,0.036,0.662,2.704,0.067,3.94
309,Elye Wahi,FWD,5.9,Côte d'Ivoire,CIV,2.876,3.005,0.957,70.47,0.122,0.036,0.882,1.944,0.143,0.735,3.059,0.24,70.47,0.128,0.038,0.93,1.838,0.159,0.202,3.029,0.067,70.47,0.125,0.036,0.903,1.673,0.188,0.061,2.923,0.021,70.47,0.111,0.033,0.808,1.947,0.143,0.063,3.025,0.021,70.47,0.124,0.036,0.9,1.852,0.157,3.94
1082,Álex Baena,MID,6.0,Spain,ESP,1.306,1.306,1.0,14.08,0.022,0.043,2.213,0.839,0.432,0.96,1.233,0.779,14.08,0.017,0.033,1.682,0.981,0.375,0.671,1.268,0.529,14.08,0.019,0.038,1.942,0.903,0.405,0.481,1.227,0.392,14.08,0.016,0.032,1.638,1.088,0.337,0.475,1.21,0.392,14.08,0.015,0.03,1.515,1.101,0.332,3.89
1063,Aubrey Modiba,DEF,3.7,South Africa,RSA,3.201,3.201,1.0,83.78,0.029,0.092,0.847,1.632,0.195,0.614,2.231,0.275,83.78,0.023,0.072,0.666,2.065,0.127,0.058,1.227,0.047,83.78,0.021,0.066,0.605,2.68,0.069,0.008,1.383,0.005,83.78,0.02,0.065,0.594,2.564,0.077,0.008,1.513,0.005,83.78,0.02,0.065,0.597,2.477,0.084,3.89
1060,Thalente Mbatha,MID,4.9,South Africa,RSA,2.976,2.976,1.0,63.13,0.064,0.056,0.847,1.632,0.195,0.755,2.743,0.275,63.13,0.051,0.044,0.666,2.065,0.127,0.124,2.629,0.047,63.13,0.046,0.04,0.605,2.68,0.069,0.014,2.628,0.005,63.13,0.045,0.039,0.594,2.564,0.077,0.014,2.637,0.005,63.13,0.045,0.04,0.597,2.477,0.084,3.88
1521,Alexander Bernhardsson,FWD,4.9,Sweden,SWE,2.845,3.084,0.922,65.18,0.113,0.065,0.932,1.947,0.143,0.752,3.1,0.242,65.18,0.114,0.066,0.946,1.882,0.152,0.201,2.954,0.068,65.18,0.099,0.057,0.817,2.225,0.108,0.042,2.99,0.014,65.18,0.102,0.059,0.848,2.141,0.118,0.043,3.044,0.014,65.18,0.108,0.063,0.896,2.094,0.123,3.88
1696,Sadio Mané,MID,7.6,Senegal,SEN,2.34,3.748,0.624,85.02,0.202,0.092,0.986,1.34,0.262,0.95,3.873,0.245,85.02,0.218,0.1,1.066,1.327,0.265,0.36,3.596,0.1,85.02,0.188,0.086,0.921,1.571,0.208,0.113,3.588,0.031,85.02,0.187,0.086,0.914,1.563,0.209,0.115,3.642,0.031,85.02,0.192,0.088,0.941,1.5,0.223,3.88
58,Jordan Bos,DEF,4.0,Australia,AUS,2.913,3.307,0.881,60.54,0.047,0.08,1.048,1.63,0.196,0.645,2.0,0.323,60.54,0.032,0.054,0.707,2.196,0.111,0.19,3.289,0.058,60.54,0.042,0.072,0.938,1.602,0.202,0.05,2.667,0.019,60.54,0.038,0.065,0.848,1.877,0.153,0.049,2.609,0.019,60.54,0.038,0.064,0.842,1.906,0.149,3.85
310,Amad Diallo,FWD,5.9,Côte d'Ivoire,CIV,2.802,2.927,0.957,73.54,0.068,0.096,0.882,1.944,0.143,0.715,2.977,0.24,73.54,0.071,0.101,0.93,1.838,0.159,0.197,2.949,0.067,73.54,0.069,0.098,0.903,1.673,0.188,0.06,2.852,0.021,73.54,0.062,0.088,0.808,1.947,0.143,0.062,2.945,0.021,73.54,0.069,0.098,0.9,1.852,0.157,3.84
2022,Bilal El Khannouss,MID,6.2,Morocco,MAR,1.933,1.933,1.0,58.99,0.078,0.105,1.054,1.274,0.28,0.948,2.221,0.427,58.99,0.102,0.137,1.382,0.867,0.42,0.518,1.842,0.281,58.99,0.07,0.094,0.951,1.534,0.216,0.174,1.827,0.095,58.99,0.069,0.093,0.934,1.417,0.242,0.173,1.808,0.095,58.99,0.068,0.091,0.912,1.413,0.243,3.75
1992,Antoine Semenyo,FWD,7.2,Ghana,GHA,3.07,3.07,1.0,75.11,0.13,0.037,0.67,2.186,0.112,0.534,3.243,0.165,75.11,0.152,0.044,0.781,2.066,0.127,0.105,3.044,0.035,75.11,0.127,0.036,0.653,2.48,0.084,0.018,3.085,0.006,75.11,0.132,0.038,0.68,2.335,0.097,0.018,3.1,0.006,75.11,0.134,0.038,0.689,2.338,0.097,3.74
2002,Harry Souttar,DEF,4.1,Australia,AUS,2.831,3.214,0.881,88.06,0.052,0.05,1.048,1.63,0.196,0.624,1.934,0.323,88.06,0.035,0.034,0.707,2.196,0.111,0.185,3.205,0.058,88.06,0.046,0.045,0.938,1.602,0.202,0.049,2.589,0.019,88.06,0.042,0.041,0.848,1.877,0.153,0.048,2.532,0.019,88.06,0.042,0.04,0.842,1.906,0.149,3.74
10,Amine Gouiri,FWD,6.2,Algeria,ALG,2.655,3.483,0.762,70.81,0.152,0.095,0.901,1.953,0.142,0.732,3.601,0.203,70.81,0.165,0.103,0.976,1.752,0.173,0.222,3.542,0.063,70.81,0.158,0.099,0.939,1.918,0.147,0.058,3.48,0.017,70.81,0.152,0.095,0.9,2.007,0.134,0.058,3.456,0.017,70.81,0.149,0.093,0.884,1.971,0.139,3.72
53,Valentín Barco,MID,6.2,Argentina,ARG,1.0,1.0,1.0,0.01,0.0,0.0,3.028,0.54,0.583,0.882,1.0,0.882,0.01,0.0,0.0,2.23,0.69,0.501,0.738,1.0,0.738,0.01,0.0,0.0,1.795,0.847,0.429,0.545,1.0,0.545,0.01,0.0,0.0,1.618,0.963,0.382,0.545,1.0,0.545,0.01,0.0,0.0,1.597,1.005,0.366,3.71
43,José Manuel López,FWD,5.3,Argentina,ARG,1.0,1.0,1.0,0.01,0.0,0.0,3.028,0.54,0.583,0.882,1.0,0.882,0.01,0.0,0.0,2.23,0.69,0.501,0.738,1.0,0.738,0.01,0.0,0.0,1.795,0.847,0.429,0.545,1.0,0.545,0.01,0.0,0.0,1.618,0.963,0.382,0.545,1.0,0.545,0.01,0.0,0.0,1.597,1.005,0.366,3.71
512,Manu Koné,MID,6.1,France,FRA,1.219,1.219,1.0,19.13,0.02,0.019,2.252,0.701,0.496,0.964,1.163,0.829,19.13,0.015,0.014,1.67,1.121,0.326,0.619,1.173,0.528,19.13,0.016,0.015,1.774,0.873,0.418,0.438,1.142,0.383,19.13,0.013,0.012,1.464,1.094,0.335,0.438,1.143,0.383,19.13,0.013,0.013,1.471,1.094,0.335,3.68
1266,Ricardo Pepi,FWD,5.9,USA,USA,1.39,1.39,1.0,5.24,0.054,0.005,2.391,0.769,0.464,1.053,1.276,0.825,5.24,0.038,0.004,1.691,0.986,0.373,0.671,1.19,0.564,5.24,0.026,0.003,1.164,1.476,0.229,0.282,1.207,0.234,5.24,0.028,0.003,1.264,1.423,0.241,0.279,1.193,0.234,5.24,0.027,0.003,1.179,1.439,0.237,3.68
1710,Eberechi Eze,MID,8.0,England,ENG,1.426,1.426,1.0,13.67,0.042,0.029,1.991,0.785,0.456,0.994,1.283,0.775,13.67,0.028,0.019,1.322,1.068,0.344,0.574,1.311,0.438,13.67,0.031,0.021,1.45,1.113,0.329,0.331,1.275,0.26,13.67,0.027,0.019,1.283,1.171,0.31,0.337,1.299,0.26,13.67,0.03,0.021,1.395,1.129,0.323,3.66
1037,Kalidou Koulibaly,DEF,4.9,Senegal,SEN,2.248,3.601,0.624,85.86,0.025,0.036,0.986,1.34,0.262,0.899,3.663,0.245,85.86,0.027,0.039,1.066,1.327,0.265,0.303,3.027,0.1,85.86,0.023,0.033,0.921,1.571,0.208,0.096,3.042,0.031,85.86,0.023,0.033,0.914,1.563,0.209,0.101,3.197,0.031,85.86,0.024,0.034,0.941,1.5,0.223,3.65
475,Morgan Rogers,MID,7.2,England,ENG,1.418,1.418,1.0,18.91,0.041,0.031,1.991,0.785,0.456,0.99,1.278,0.775,18.91,0.027,0.021,1.322,1.068,0.344,0.571,1.305,0.438,18.91,0.03,0.023,1.45,1.113,0.329,0.33,1.27,0.26,18.91,0.026,0.02,1.283,1.171,0.31,0.336,1.293,0.26,18.91,0.028,0.022,1.395,1.129,0.323,3.64
323,Seko Fofana,MID,6.8,Côte d'Ivoire,CIV,2.644,2.763,0.957,63.1,0.05,0.046,0.882,1.944,0.143,0.676,2.812,0.24,63.1,0.052,0.049,0.93,1.838,0.159,0.189,2.822,0.067,63.1,0.051,0.047,0.903,1.673,0.188,0.057,2.711,0.021,63.1,0.046,0.042,0.808,1.947,0.143,0.058,2.789,0.021,63.1,0.051,0.047,0.9,1.852,0.157,3.62
148,Jovo Lukic,FWD,5.6,Bosnia and Herzegovina,BIH,2.956,2.956,1.0,70.47,0.107,0.046,0.738,2.527,0.08,0.492,3.199,0.154,70.47,0.135,0.058,0.93,1.849,0.157,0.127,2.849,0.045,70.47,0.095,0.041,0.653,2.748,0.064,0.015,2.915,0.005,70.47,0.102,0.044,0.705,2.65,0.071,0.015,2.86,0.005,70.47,0.096,0.041,0.662,2.704,0.067,3.61
72,Jacob Italiano,DEF,4.2,Australia,AUS,2.737,3.107,0.881,81.43,0.055,0.019,1.048,1.63,0.196,0.6,1.858,0.323,81.43,0.037,0.013,0.707,2.196,0.111,0.179,3.109,0.058,81.43,0.05,0.017,0.938,1.602,0.202,0.047,2.5,0.019,81.43,0.045,0.016,0.848,1.877,0.153,0.046,2.444,0.019,81.43,0.044,0.015,0.842,1.906,0.149,3.61
1248,Federico Valverde,MID,7.5,Uruguay,URU,1.91,4.641,0.411,83.72,0.205,0.199,1.23,1.268,0.281,0.928,4.519,0.205,83.72,0.194,0.189,1.165,1.277,0.279,0.422,4.424,0.095,83.72,0.188,0.183,1.127,1.366,0.255,0.171,4.269,0.04,83.72,0.176,0.171,1.058,1.475,0.229,0.168,4.192,0.04,83.72,0.169,0.165,1.017,1.481,0.227,3.6
111,Xaver Schlager,MID,5.5,Austria,AUT,2.522,2.677,0.942,64.1,0.054,0.024,0.93,2.044,0.13,0.699,2.79,0.251,64.1,0.061,0.027,1.043,1.729,0.178,0.23,2.799,0.082,64.1,0.063,0.027,1.072,1.774,0.17,0.075,2.722,0.027,64.1,0.058,0.025,0.989,1.957,0.141,0.074,2.708,0.027,64.1,0.056,0.024,0.957,1.93,0.145,3.6
1065,Khuliso Mudau,DEF,3.6,South Africa,RSA,2.967,2.967,1.0,87.51,0.03,0.037,0.847,1.632,0.195,0.561,2.04,0.275,87.51,0.024,0.029,0.666,2.065,0.127,0.049,1.049,0.047,87.51,0.022,0.027,0.605,2.68,0.069,0.007,1.209,0.005,87.51,0.021,0.026,0.594,2.564,0.077,0.007,1.338,0.005,87.51,0.021,0.026,0.597,2.477,0.084,3.59
476,Noni Madueke,FWD,6.1,England,ENG,1.389,1.389,1.0,17.14,0.044,0.028,1.991,0.785,0.456,0.976,1.259,0.775,17.14,0.029,0.019,1.322,1.068,0.344,0.562,1.284,0.438,17.14,0.032,0.02,1.45,1.113,0.329,0.325,1.251,0.26,17.14,0.028,0.018,1.283,1.171,0.31,0.331,1.273,0.26,17.14,0.031,0.02,1.395,1.129,0.323,3.58
1067,Mbekezeli Mbokazi,DEF,3.5,South Africa,RSA,2.956,2.956,1.0,85.21,0.029,0.036,0.847,1.632,0.195,0.559,2.031,0.275,85.21,0.023,0.028,0.666,2.065,0.127,0.049,1.04,0.047,85.21,0.021,0.026,0.605,2.68,0.069,0.007,1.201,0.005,85.21,0.021,0.025,0.594,2.564,0.077,0.007,1.33,0.005,85.21,0.021,0.025,0.597,2.477,0.084,3.58
1034,Moussa Niakhaté,DEF,4.3,Senegal,SEN,2.203,3.529,0.624,88.24,0.019,0.03,0.986,1.34,0.262,0.88,3.585,0.245,88.24,0.021,0.033,1.066,1.327,0.265,0.296,2.958,0.1,88.24,0.018,0.028,0.921,1.571,0.208,0.094,2.974,0.031,88.24,0.018,0.028,0.914,1.563,0.209,0.098,3.127,0.031,88.24,0.018,0.029,0.941,1.5,0.223,3.57
509,N'Golo Kanté,MID,5.1,France,FRA,1.17,1.17,1.0,13.91,0.016,0.014,2.252,0.701,0.496,0.934,1.126,0.829,13.91,0.012,0.01,1.67,1.121,0.326,0.599,1.134,0.528,13.91,0.013,0.011,1.774,0.873,0.418,0.426,1.11,0.383,13.91,0.01,0.009,1.464,1.094,0.335,0.426,1.111,0.383,13.91,0.01,0.009,1.471,1.094,0.335,3.56
531,Deniz Undav,FWD,6.6,Germany,GER,1.385,1.385,1.0,5.39,0.049,0.016,2.284,0.886,0.412,0.986,1.251,0.788,5.39,0.032,0.01,1.487,1.424,0.241,0.518,1.308,0.396,5.39,0.039,0.012,1.827,1.104,0.332,0.331,1.255,0.264,5.39,0.032,0.01,1.511,1.396,0.248,0.329,1.246,0.264,5.39,0.031,0.01,1.455,1.419,0.242,3.55
1066,Nkosinathi Sibisi,DEF,3.6,South Africa,RSA,2.932,2.932,1.0,80.23,0.028,0.034,0.847,1.632,0.195,0.553,2.011,0.275,80.23,0.022,0.027,0.666,2.065,0.127,0.048,1.022,0.047,80.23,0.02,0.024,0.605,2.68,0.069,0.006,1.183,0.005,80.23,0.019,0.024,0.594,2.564,0.077,0.007,1.312,0.005,80.23,0.019,0.024,0.597,2.477,0.084,3.55
538,Pascal Groß,MID,5.6,Germany,GER,1.38,1.38,1.0,18.59,0.025,0.061,2.284,0.886,0.412,0.983,1.248,0.788,18.59,0.016,0.04,1.487,1.424,0.241,0.516,1.304,0.396,18.59,0.02,0.049,1.827,1.104,0.332,0.33,1.252,0.264,18.59,0.016,0.041,1.511,1.396,0.248,0.328,1.242,0.264,18.59,0.016,0.039,1.455,1.419,0.242,3.54
150,Esmir Bajraktarevic,FWD,4.7,Bosnia and Herzegovina,BIH,2.893,2.893,1.0,62.88,0.063,0.095,0.738,2.527,0.08,0.48,3.119,0.154,62.88,0.08,0.12,0.93,1.849,0.157,0.125,2.793,0.045,62.88,0.056,0.084,0.653,2.748,0.064,0.015,2.855,0.005,62.88,0.06,0.091,0.705,2.65,0.071,0.014,2.804,0.005,62.88,0.057,0.085,0.662,2.704,0.067,3.53
1062,Yaya Sithole,MID,5.1,South Africa,RSA,2.694,2.694,1.0,77.48,0.04,0.037,0.847,1.632,0.195,0.693,2.52,0.275,77.48,0.032,0.029,0.666,2.065,0.127,0.115,2.426,0.047,77.48,0.029,0.026,0.605,2.68,0.069,0.013,2.428,0.005,77.48,0.028,0.026,0.594,2.564,0.077,0.013,2.437,0.005,77.48,0.028,0.026,0.597,2.477,0.084,3.53
516,Rayan Cherki,MID,8.0,France,FRA,1.153,1.153,1.0,4.39,0.01,0.03,2.252,0.701,0.496,0.923,1.113,0.829,4.39,0.007,0.022,1.67,1.121,0.326,0.592,1.12,0.528,4.39,0.008,0.023,1.774,0.873,0.418,0.421,1.099,0.383,4.39,0.006,0.019,1.464,1.094,0.335,0.422,1.1,0.383,4.39,0.006,0.019,1.471,1.094,0.335,3.51
106,Nicolas Seiwald,MID,5.6,Austria,AUT,2.447,2.597,0.942,85.36,0.032,0.043,0.93,2.044,0.13,0.677,2.701,0.251,85.36,0.036,0.048,1.043,1.729,0.178,0.222,2.708,0.082,85.36,0.037,0.05,1.072,1.774,0.17,0.072,2.638,0.027,85.36,0.034,0.046,0.989,1.957,0.141,0.072,2.626,0.027,85.36,0.033,0.045,0.957,1.93,0.145,3.49
1574,Rafael Leão,MID,7.8,Portugal,POR,1.413,1.413,1.0,18.14,0.044,0.022,1.906,0.876,0.417,0.968,1.319,0.734,18.14,0.034,0.017,1.471,1.191,0.304,0.54,1.3,0.416,18.14,0.032,0.016,1.386,1.226,0.294,0.284,1.291,0.22,18.14,0.031,0.015,1.343,1.252,0.286,0.281,1.279,0.22,18.14,0.029,0.015,1.285,1.275,0.279,3.49
1081,Yéremy Pino,MID,5.9,Spain,ESP,1.153,1.153,1.0,9.51,0.016,0.01,2.213,0.839,0.432,0.87,1.117,0.779,9.51,0.012,0.007,1.682,0.981,0.375,0.6,1.135,0.529,9.51,0.014,0.009,1.942,0.903,0.405,0.437,1.114,0.392,9.51,0.012,0.007,1.638,1.088,0.337,0.434,1.105,0.392,9.51,0.011,0.007,1.515,1.101,0.332,3.49
1253,Brenden Aaronson,MID,5.7,USA,USA,1.3,1.3,1.0,11.01,0.027,0.028,2.391,0.769,0.464,1.001,1.212,0.825,11.01,0.019,0.02,1.691,0.986,0.373,0.646,1.146,0.564,11.01,0.013,0.014,1.164,1.476,0.229,0.271,1.159,0.234,11.01,0.014,0.015,1.264,1.423,0.241,0.268,1.148,0.234,11.01,0.013,0.014,1.179,1.439,0.237,3.49
161,Benjamin Tahirovic,MID,5.3,Bosnia and Herzegovina,BIH,2.854,2.854,1.0,71.61,0.047,0.083,0.738,2.527,0.08,0.482,3.129,0.154,71.61,0.059,0.105,0.93,1.849,0.157,0.123,2.751,0.045,71.61,0.041,0.074,0.653,2.748,0.064,0.014,2.812,0.005,71.61,0.045,0.08,0.705,2.65,0.071,0.014,2.764,0.005,71.61,0.042,0.075,0.662,2.704,0.067,3.49
1432,Jean-Philippe Mateta,FWD,6.5,France,FRA,1.139,1.139,1.0,4.78,0.019,0.002,2.252,0.701,0.496,0.915,1.103,0.829,4.78,0.014,0.001,1.67,1.121,0.326,0.586,1.11,0.528,4.78,0.015,0.001,1.774,0.873,0.418,0.418,1.091,0.383,4.78,0.013,0.001,1.464,1.094,0.335,0.418,1.091,0.383,4.78,0.013,0.001,1.471,1.094,0.335,3.48
1256,Giovanni Reyna,MID,5.5,USA,USA,1.297,1.297,1.0,11.03,0.028,0.025,2.391,0.769,0.464,0.999,1.211,0.825,11.03,0.02,0.018,1.691,0.986,0.373,0.645,1.145,0.564,11.03,0.014,0.012,1.164,1.476,0.229,0.271,1.157,0.234,11.03,0.015,0.013,1.264,1.423,0.241,0.268,1.147,0.234,11.03,0.014,0.012,1.179,1.439,0.237,3.48
60,Alessandro Circati,DEF,3.9,Australia,AUS,2.63,2.985,0.881,84.42,0.039,0.022,1.048,1.63,0.196,0.573,1.775,0.323,84.42,0.027,0.015,0.707,2.196,0.111,0.173,3.001,0.058,84.42,0.035,0.02,0.938,1.602,0.202,0.045,2.401,0.019,84.42,0.032,0.018,0.848,1.877,0.153,0.044,2.345,0.019,84.42,0.032,0.018,0.842,1.906,0.149,3.46
924,João Félix,FWD,6.5,Portugal,POR,1.397,1.397,1.0,9.44,0.047,0.024,1.906,0.876,0.417,0.96,1.307,0.734,9.44,0.036,0.019,1.471,1.191,0.304,0.536,1.289,0.416,9.44,0.034,0.018,1.386,1.226,0.294,0.281,1.28,0.22,9.44,0.033,0.017,1.343,1.252,0.286,0.278,1.268,0.22,9.44,0.031,0.016,1.285,1.275,0.279,3.45
1095,Borja Iglesias,FWD,6.8,Spain,ESP,1.132,1.132,1.0,3.54,0.017,0.003,2.213,0.839,0.432,0.857,1.1,0.779,3.54,0.013,0.003,1.682,0.981,0.375,0.59,1.115,0.529,3.54,0.015,0.003,1.942,0.903,0.405,0.431,1.097,0.392,3.54,0.013,0.003,1.638,1.088,0.337,0.428,1.09,0.392,3.54,0.012,0.002,1.515,1.101,0.332,3.44
1369,Neymar,MID,7.2,Brazil,BRA,1.42,1.42,1.0,17.66,0.043,0.026,1.734,1.09,0.336,0.902,1.367,0.66,17.66,0.037,0.023,1.511,1.245,0.288,0.508,1.37,0.371,17.66,0.038,0.023,1.524,1.107,0.331,0.295,1.31,0.225,17.66,0.032,0.019,1.276,1.366,0.255,0.304,1.347,0.225,17.66,0.035,0.022,1.431,1.287,0.276,3.43
1982,Caleb Yirenkyi,MID,4.7,Ghana,GHA,2.806,2.806,1.0,77.68,0.059,0.047,0.67,2.186,0.112,0.483,2.934,0.165,77.68,0.069,0.055,0.781,2.066,0.127,0.096,2.761,0.035,77.68,0.057,0.046,0.653,2.48,0.084,0.017,2.801,0.006,77.68,0.06,0.048,0.68,2.335,0.097,0.017,2.81,0.006,77.68,0.06,0.048,0.689,2.338,0.097,3.42
808,Wout Weghorst,FWD,5.5,Netherlands,NED,1.444,1.444,1.0,14.73,0.057,0.017,1.316,1.147,0.318,0.896,1.605,0.558,14.73,0.078,0.023,1.799,0.985,0.373,0.554,1.437,0.385,14.73,0.056,0.016,1.294,1.45,0.235,0.253,1.422,0.178,14.73,0.054,0.016,1.249,1.417,0.242,0.252,1.418,0.178,14.73,0.053,0.016,1.239,1.416,0.243,3.4
61,Cameron Burgess,DEF,3.8,Australia,AUS,2.584,2.934,0.881,85.69,0.031,0.027,1.048,1.63,0.196,0.561,1.739,0.323,85.69,0.021,0.018,0.707,2.196,0.111,0.17,2.954,0.058,85.69,0.028,0.024,0.938,1.602,0.202,0.045,2.359,0.019,85.69,0.025,0.021,0.848,1.877,0.153,0.043,2.303,0.019,85.69,0.025,0.021,0.842,1.906,0.149,3.4
514,Maghnes Akliouche,MID,6.4,France,FRA,1.108,1.108,1.0,3.59,0.008,0.015,2.252,0.701,0.496,0.896,1.08,0.829,3.59,0.006,0.011,1.67,1.121,0.326,0.573,1.085,0.528,3.59,0.006,0.012,1.774,0.873,0.418,0.41,1.07,0.383,3.59,0.005,0.01,1.464,1.094,0.335,0.411,1.071,0.383,3.59,0.005,0.01,1.471,1.094,0.335,3.4
670,Daizen Maeda,MID,5.0,Japan,JPN,1.897,1.897,1.0,56.08,0.094,0.052,1.117,1.473,0.229,0.831,2.051,0.405,56.08,0.11,0.061,1.312,1.32,0.267,0.383,1.887,0.203,56.08,0.093,0.051,1.105,1.582,0.205,0.14,1.841,0.076,56.08,0.088,0.048,1.047,1.628,0.196,0.142,1.876,0.076,56.08,0.092,0.05,1.091,1.588,0.204,3.39
1616,Andrés Cubas,MID,4.7,Paraguay,PAR,2.182,2.693,0.81,86.78,0.041,0.029,1.114,1.489,0.226,0.823,2.499,0.33,86.78,0.03,0.021,0.823,1.876,0.153,0.219,2.697,0.081,86.78,0.038,0.027,1.041,1.345,0.261,0.084,2.589,0.032,86.78,0.034,0.024,0.933,1.621,0.198,0.084,2.593,0.032,86.78,0.035,0.024,0.941,1.62,0.198,3.39
1236,Darwin Núñez,FWD,7.5,Uruguay,URU,1.798,4.369,0.411,75.24,0.295,0.086,1.23,1.268,0.281,0.873,4.249,0.205,75.24,0.28,0.082,1.165,1.277,0.279,0.399,4.179,0.095,75.24,0.27,0.079,1.127,1.366,0.255,0.162,4.05,0.04,75.24,0.254,0.074,1.058,1.475,0.229,0.159,3.974,0.04,75.24,0.244,0.071,1.017,1.481,0.227,3.39
610,Mehdi Taremi,FWD,6.1,IR Iran,IRN,2.542,4.499,0.565,85.62,0.313,0.091,0.844,1.779,0.169,0.667,4.193,0.159,85.62,0.273,0.079,0.736,2.175,0.114,0.125,4.178,0.03,85.62,0.271,0.079,0.731,2.075,0.125,0.025,4.123,0.006,85.62,0.263,0.076,0.711,2.217,0.109,0.025,4.103,0.006,85.62,0.261,0.076,0.704,2.152,0.116,3.38
174,Matheus Cunha,FWD,7.3,Brazil,BRA,1.398,1.398,1.0,14.16,0.048,0.027,1.734,1.09,0.336,0.889,1.347,0.66,14.16,0.041,0.024,1.511,1.245,0.288,0.501,1.35,0.371,14.16,0.042,0.024,1.524,1.107,0.331,0.292,1.294,0.225,14.16,0.035,0.02,1.276,1.366,0.255,0.3,1.329,0.225,14.16,0.039,0.022,1.431,1.287,0.276,3.38
