id,player,position,price,team,abbr,4_Pts,4_PtsCond,4_PPlay,4_xMins,4_xG,4_xA,4_TeamXG,4_TeamXGA,4_PCleanSheet,5_Pts,5_PtsCond,5_PPlay,5_xMins,5_xG,5_xA,5_TeamXG,5_TeamXGA,5_PCleanSheet,6_Pts,6_PtsCond,6_PPlay,6_xMins,6_xG,6_xA,6_TeamXG,6_TeamXGA,6_PCleanSheet,7_Pts,7_PtsCond,7_PPlay,7_xMins,7_xG,7_xA,7_TeamXG,7_TeamXGA,7_PCleanSheet,8_Pts,8_PtsCond,8_PPlay,8_xMins,8_xG,8_xA,8_TeamXG,8_TeamXGA,8_PCleanSheet,ko_total
890,Matías Galarza,MID,4.8,Paraguay,PAR,0.949,1.171,0.81,17.78,0.018,0.009,1.114,1.489,0.226,0.371,1.126,0.33,17.78,0.013,0.007,0.823,1.876,0.153,0.094,1.16,0.081,17.78,0.017,0.009,1.041,1.345,0.261,0.037,1.143,0.032,17.78,0.015,0.008,0.933,1.621,0.198,0.037,1.144,0.032,17.78,0.015,0.008,0.941,1.62,0.198,1.49
932,José Sá,GK,4.7,Portugal,POR,0.708,0.708,1.0,0.15,0.0,0.0,1.906,0.876,0.417,0.371,0.505,0.734,0.15,0.0,0.0,1.471,1.191,0.304,0.2,0.481,0.416,0.15,0.0,0.0,1.386,1.226,0.294,0.101,0.462,0.22,0.15,0.0,0.0,1.343,1.252,0.286,0.098,0.445,0.22,0.15,0.0,0.0,1.285,1.275,0.279,1.48
732,Paik Seung-Ho,MID,5.6,Korea Republic,KOR,1.016,1.115,0.911,19.79,0.012,0.006,0.971,1.868,0.154,0.313,1.107,0.283,19.79,0.011,0.005,0.9,1.791,0.167,0.091,1.096,0.083,19.79,0.01,0.005,0.808,1.886,0.152,0.021,1.097,0.019,19.79,0.01,0.005,0.816,1.955,0.142,0.02,1.093,0.019,19.79,0.01,0.005,0.785,1.937,0.144,1.46
848,Marcus Pedersen,DEF,4.1,Norway,NOR,0.75,0.75,1.0,9.82,0.004,0.005,2.018,0.897,0.408,0.313,0.419,0.746,9.82,0.003,0.004,1.441,1.365,0.255,0.223,0.581,0.384,9.82,0.003,0.004,1.498,1.139,0.32,0.084,0.371,0.226,9.82,0.003,0.003,1.26,1.422,0.241,0.092,0.406,0.226,9.82,0.003,0.004,1.324,1.378,0.252,1.46
1057,Jayden Adams,MID,4.0,South Africa,RSA,1.101,1.101,1.0,9.75,0.01,0.009,0.847,1.632,0.195,0.297,1.08,0.275,9.75,0.008,0.007,0.666,2.065,0.127,0.051,1.072,0.047,9.75,0.007,0.006,0.605,2.68,0.069,0.006,1.071,0.005,9.75,0.007,0.006,0.594,2.564,0.077,0.006,1.071,0.005,9.75,0.007,0.006,0.597,2.477,0.084,1.46
1994,Kamaldeen Sulemana,FWD,5.1,Ghana,GHA,1.193,1.193,1.0,17.34,0.018,0.023,0.67,2.186,0.112,0.202,1.225,0.165,17.34,0.021,0.027,0.781,2.066,0.127,0.041,1.188,0.035,17.34,0.017,0.023,0.653,2.48,0.084,0.007,1.196,0.006,17.34,0.018,0.024,0.68,2.335,0.097,0.007,1.199,0.006,17.34,0.018,0.024,0.689,2.338,0.097,1.45
158,Ivan Sunjic,MID,5.1,Bosnia and Herzegovina,BIH,1.197,1.197,1.0,28.04,0.018,0.017,0.738,2.527,0.08,0.192,1.248,0.154,28.04,0.023,0.021,0.93,1.849,0.157,0.052,1.174,0.045,28.04,0.016,0.015,0.653,2.748,0.064,0.006,1.188,0.005,28.04,0.017,0.016,0.705,2.65,0.071,0.006,1.177,0.005,28.04,0.016,0.015,0.662,2.704,0.067,1.45
727,Yang Hyun-Jun,FWD,4.7,Korea Republic,KOR,1.011,1.11,0.911,9.35,0.015,0.003,0.971,1.868,0.154,0.311,1.102,0.283,9.35,0.014,0.002,0.9,1.791,0.167,0.091,1.092,0.083,9.35,0.012,0.002,0.808,1.886,0.152,0.02,1.093,0.019,9.35,0.012,0.002,0.816,1.955,0.142,0.02,1.089,0.019,9.35,0.012,0.002,0.785,1.937,0.144,1.45
423,Hernán Galíndez,GK,4.2,Ecuador,ECU,0.835,3.4,0.246,85.59,0.0,0.0,1.133,1.276,0.279,0.385,3.364,0.114,85.59,0.0,0.0,1.07,1.289,0.276,0.133,2.68,0.05,85.59,0.0,0.0,0.921,1.569,0.208,0.05,2.985,0.017,85.59,0.0,0.0,1.0,1.438,0.237,0.05,2.939,0.017,85.59,0.0,0.0,1.028,1.457,0.233,1.45
2005,Mathew Leckie,MID,4.7,Australia,AUS,0.985,1.118,0.881,6.75,0.012,0.008,1.048,1.63,0.196,0.348,1.079,0.323,6.75,0.008,0.005,0.707,2.196,0.111,0.064,1.105,0.058,6.75,0.01,0.007,0.938,1.602,0.202,0.021,1.095,0.019,6.75,0.009,0.007,0.848,1.877,0.153,0.021,1.095,0.019,6.75,0.009,0.006,0.842,1.906,0.149,1.44
1990,Abdul Fatawu,FWD,6.4,Ghana,GHA,1.187,1.187,1.0,20.54,0.021,0.013,0.67,2.186,0.112,0.201,1.218,0.165,20.54,0.025,0.015,0.781,2.066,0.127,0.041,1.183,0.035,20.54,0.021,0.012,0.653,2.48,0.084,0.007,1.19,0.006,20.54,0.022,0.013,0.68,2.335,0.097,0.007,1.192,0.006,20.54,0.022,0.013,0.689,2.338,0.097,1.44
105,Florian Grillitsch,MID,5.5,Austria,AUT,1.017,1.08,0.942,12.24,0.007,0.007,0.93,2.044,0.13,0.273,1.089,0.251,12.24,0.008,0.008,1.043,1.729,0.178,0.09,1.092,0.082,12.24,0.008,0.008,1.072,1.774,0.17,0.03,1.085,0.027,12.24,0.008,0.008,0.989,1.957,0.141,0.03,1.082,0.027,12.24,0.007,0.008,0.957,1.93,0.145,1.44
798,Nathan Aké,DEF,5.0,Netherlands,NED,0.658,0.658,1.0,24.48,0.009,0.013,1.316,1.147,0.318,0.452,0.809,0.558,24.48,0.013,0.017,1.799,0.985,0.373,0.168,0.436,0.385,24.48,0.009,0.012,1.294,1.45,0.235,0.081,0.457,0.178,24.48,0.009,0.012,1.249,1.417,0.242,0.081,0.457,0.178,24.48,0.009,0.012,1.239,1.416,0.243,1.44
2053,Willian Pacho,DEF,4.4,Ecuador,ECU,0.828,3.369,0.246,87.0,0.027,0.028,1.133,1.276,0.279,0.38,3.321,0.114,87.0,0.025,0.027,1.07,1.289,0.276,0.133,2.68,0.05,87.0,0.022,0.023,0.921,1.569,0.208,0.05,2.971,0.017,87.0,0.024,0.025,1.0,1.438,0.237,0.05,2.938,0.017,87.0,0.024,0.026,1.028,1.457,0.233,1.44
714,Kim Jin-Gyu,MID,4.9,Korea Republic,KOR,0.999,1.097,0.911,10.79,0.009,0.009,0.971,1.868,0.154,0.308,1.09,0.283,10.79,0.008,0.009,0.9,1.791,0.167,0.09,1.081,0.083,10.79,0.007,0.008,0.808,1.886,0.152,0.02,1.081,0.019,10.79,0.007,0.008,0.816,1.955,0.142,0.02,1.078,0.019,10.79,0.007,0.007,0.785,1.937,0.144,1.44
1003,John McGinn,MID,6.0,Scotland,SCO,1.103,3.604,0.306,80.73,0.123,0.107,0.749,1.988,0.137,0.237,3.882,0.061,80.73,0.145,0.126,0.884,1.822,0.162,0.064,3.899,0.016,80.73,0.147,0.128,0.899,1.896,0.15,0.015,3.674,0.004,80.73,0.129,0.112,0.787,1.997,0.136,0.016,3.909,0.004,80.73,0.148,0.128,0.902,1.867,0.155,1.43
157,Dzenis Burnic,MID,4.9,Bosnia and Herzegovina,BIH,1.174,1.174,1.0,24.86,0.016,0.015,0.738,2.527,0.08,0.188,1.22,0.154,24.86,0.02,0.019,0.93,1.849,0.157,0.051,1.154,0.045,24.86,0.014,0.013,0.653,2.748,0.064,0.006,1.167,0.005,24.86,0.015,0.014,0.705,2.65,0.071,0.006,1.157,0.005,24.86,0.015,0.013,0.662,2.704,0.067,1.42
1030,Pape Matar Sarr,MID,5.6,Senegal,SEN,0.854,1.368,0.624,27.18,0.034,0.033,0.986,1.34,0.262,0.343,1.398,0.245,27.18,0.037,0.035,1.066,1.327,0.265,0.135,1.343,0.1,27.18,0.032,0.031,0.921,1.571,0.208,0.042,1.341,0.031,27.18,0.031,0.03,0.914,1.563,0.209,0.043,1.351,0.031,27.18,0.032,0.031,0.941,1.5,0.223,1.42
320,Jean Michaël Seri,MID,5.5,Côte d'Ivoire,CIV,1.039,1.086,0.957,10.09,0.008,0.007,0.882,1.944,0.143,0.262,1.09,0.24,10.09,0.008,0.008,0.93,1.838,0.159,0.073,1.088,0.067,10.09,0.008,0.008,0.903,1.673,0.188,0.023,1.079,0.021,10.09,0.007,0.007,0.808,1.947,0.143,0.023,1.087,0.021,10.09,0.008,0.008,0.9,1.852,0.157,1.42
82,Awer Mabil,MID,5.6,Australia,AUS,0.968,1.098,0.881,4.75,0.008,0.011,1.048,1.63,0.196,0.344,1.066,0.323,4.75,0.006,0.007,0.707,2.196,0.111,0.063,1.088,0.058,4.75,0.007,0.01,0.938,1.602,0.202,0.02,1.08,0.019,4.75,0.007,0.009,0.848,1.877,0.153,0.02,1.079,0.019,4.75,0.007,0.009,0.842,1.906,0.149,1.41
522,Malick Thiaw,DEF,4.7,Germany,GER,0.72,0.72,1.0,1.69,0.002,0.001,2.284,0.886,0.412,0.273,0.347,0.788,1.69,0.001,0.0,1.487,1.424,0.241,0.229,0.579,0.396,1.69,0.001,0.001,1.827,1.104,0.332,0.097,0.369,0.264,1.69,0.001,0.0,1.511,1.396,0.248,0.092,0.35,0.264,1.69,0.001,0.0,1.455,1.419,0.242,1.41
906,Gustavo Caballero,FWD,4.2,Paraguay,PAR,0.885,1.092,0.81,3.46,0.011,0.005,1.114,1.489,0.226,0.352,1.068,0.33,3.46,0.008,0.004,0.823,1.876,0.153,0.088,1.086,0.081,3.46,0.01,0.005,1.041,1.345,0.261,0.035,1.077,0.032,3.46,0.009,0.004,0.933,1.621,0.198,0.035,1.078,0.032,3.46,0.009,0.004,0.941,1.62,0.198,1.4
907,Alexandro Maidana,FWD,4.0,Paraguay,PAR,0.885,1.092,0.81,3.46,0.011,0.005,1.114,1.489,0.226,0.352,1.068,0.33,3.46,0.008,0.004,0.823,1.876,0.153,0.088,1.086,0.081,3.46,0.01,0.005,1.041,1.345,0.261,0.035,1.077,0.032,3.46,0.009,0.004,0.933,1.621,0.198,0.035,1.078,0.032,3.46,0.009,0.004,0.941,1.62,0.198,1.4
733,Jens Castrop,MID,5.6,Korea Republic,KOR,0.969,1.064,0.911,7.98,0.007,0.003,0.971,1.868,0.154,0.299,1.059,0.283,7.98,0.006,0.003,0.9,1.791,0.167,0.087,1.053,0.083,7.98,0.006,0.003,0.808,1.886,0.152,0.02,1.054,0.019,7.98,0.006,0.003,0.816,1.955,0.142,0.02,1.052,0.019,7.98,0.005,0.003,0.785,1.937,0.144,1.4
2006,Mohamed Touré,FWD,5.0,Australia,AUS,0.959,1.088,0.881,2.75,0.011,0.004,1.048,1.63,0.196,0.342,1.06,0.323,2.75,0.007,0.002,0.707,2.196,0.111,0.062,1.079,0.058,2.75,0.01,0.003,0.938,1.602,0.202,0.02,1.071,0.019,2.75,0.009,0.003,0.848,1.877,0.153,0.02,1.071,0.019,2.75,0.009,0.003,0.842,1.906,0.149,1.4
314,Bazoumana Touré,FWD,4.5,Côte d'Ivoire,CIV,1.015,1.061,0.957,5.12,0.006,0.007,0.882,1.944,0.143,0.256,1.064,0.24,5.12,0.006,0.008,0.93,1.838,0.159,0.071,1.062,0.067,5.12,0.006,0.008,0.903,1.673,0.188,0.022,1.056,0.021,5.12,0.005,0.007,0.808,1.947,0.143,0.022,1.062,0.021,5.12,0.006,0.008,0.9,1.852,0.157,1.39
1237,Federico Viñas,FWD,5.9,Uruguay,URU,0.736,1.789,0.411,46.6,0.106,0.019,1.23,1.268,0.281,0.359,1.748,0.205,46.6,0.101,0.018,1.165,1.277,0.279,0.165,1.724,0.095,46.6,0.097,0.017,1.127,1.366,0.255,0.067,1.679,0.04,46.6,0.091,0.016,1.058,1.475,0.229,0.066,1.653,0.04,46.6,0.088,0.015,1.017,1.481,0.227,1.39
713,Park Jin-Seob,MID,4.9,Korea Republic,KOR,0.967,1.061,0.911,10.85,0.006,0.005,0.971,1.868,0.154,0.299,1.057,0.283,10.85,0.005,0.005,0.9,1.791,0.167,0.087,1.051,0.083,10.85,0.005,0.004,0.808,1.886,0.152,0.02,1.051,0.019,10.85,0.005,0.004,0.816,1.955,0.142,0.02,1.049,0.019,10.85,0.005,0.004,0.785,1.937,0.144,1.39
1076,Thapelo Maseko,FWD,4.2,South Africa,RSA,1.044,1.044,1.0,2.25,0.005,0.002,0.847,1.632,0.195,0.284,1.034,0.275,2.25,0.004,0.002,0.666,2.065,0.127,0.049,1.031,0.047,2.25,0.004,0.002,0.605,2.68,0.069,0.006,1.031,0.005,2.25,0.004,0.002,0.594,2.564,0.077,0.006,1.031,0.005,2.25,0.004,0.002,0.597,2.477,0.084,1.39
1704,Kamogelo Sebelebele,MID,4.5,South Africa,RSA,1.045,1.045,1.0,4.21,0.004,0.004,0.847,1.632,0.195,0.285,1.036,0.275,4.21,0.003,0.003,0.666,2.065,0.127,0.049,1.033,0.047,4.21,0.003,0.003,0.605,2.68,0.069,0.006,1.032,0.005,4.21,0.003,0.003,0.594,2.564,0.077,0.006,1.032,0.005,4.21,0.003,0.003,0.597,2.477,0.084,1.39
1144,Silvan Widmer,DEF,4.2,Switzerland,SUI,0.87,0.87,1.0,36.36,0.028,0.017,1.554,1.099,0.333,0.371,0.605,0.613,36.36,0.021,0.013,1.167,1.368,0.255,0.061,0.229,0.266,36.36,0.017,0.01,0.96,1.791,0.167,0.038,0.459,0.083,36.36,0.02,0.012,1.108,1.543,0.214,0.036,0.427,0.083,36.36,0.02,0.012,1.117,1.586,0.205,1.38
1113,Lucas Bergvall,MID,5.1,Sweden,SWE,1.013,1.098,0.922,11.9,0.006,0.016,0.932,1.947,0.143,0.267,1.1,0.242,11.9,0.006,0.017,0.946,1.882,0.152,0.074,1.086,0.068,11.9,0.005,0.014,0.817,2.225,0.108,0.015,1.089,0.014,11.9,0.006,0.015,0.848,2.141,0.118,0.015,1.094,0.014,11.9,0.006,0.016,0.896,2.094,0.123,1.38
728,Eom Ji-Sung,FWD,4.6,Korea Republic,KOR,0.961,1.055,0.911,9.85,0.006,0.004,0.971,1.868,0.154,0.297,1.051,0.283,9.85,0.006,0.004,0.9,1.791,0.167,0.087,1.046,0.083,9.85,0.005,0.003,0.808,1.886,0.152,0.02,1.046,0.019,9.85,0.005,0.003,0.816,1.955,0.142,0.02,1.044,0.019,9.85,0.005,0.003,0.785,1.937,0.144,1.38
755,Guillermo Ochoa,GK,4.2,Mexico,MEX,0.761,0.761,1.0,0.3,0.0,0.0,1.817,0.781,0.458,0.468,0.614,0.762,0.3,0.0,0.0,1.394,1.028,0.358,0.094,0.21,0.448,0.3,0.0,0.0,0.995,1.585,0.205,0.02,0.134,0.152,0.3,0.0,0.0,0.864,1.68,0.186,0.036,0.234,0.152,0.3,0.0,0.0,0.989,1.555,0.211,1.38
756,Carlos Acevedo,GK,4.0,Mexico,MEX,0.761,0.761,1.0,0.3,0.0,0.0,1.817,0.781,0.458,0.468,0.614,0.762,0.3,0.0,0.0,1.394,1.028,0.358,0.094,0.21,0.448,0.3,0.0,0.0,0.995,1.585,0.205,0.02,0.134,0.152,0.3,0.0,0.0,0.864,1.68,0.186,0.036,0.234,0.152,0.3,0.0,0.0,0.989,1.555,0.211,1.38
298,Christ Inao Oulaï,MID,4.6,Côte d'Ivoire,CIV,1.005,1.05,0.957,8.57,0.004,0.006,0.882,1.944,0.143,0.253,1.053,0.24,8.57,0.004,0.006,0.93,1.838,0.159,0.07,1.051,0.067,8.57,0.004,0.006,0.903,1.673,0.188,0.022,1.046,0.021,8.57,0.004,0.005,0.808,1.947,0.143,0.022,1.051,0.021,8.57,0.004,0.006,0.9,1.852,0.157,1.37
534,Oliver Baumann,GK,4.3,Germany,GER,0.702,0.702,1.0,6.9,0.0,0.0,2.284,0.886,0.412,0.264,0.335,0.788,6.9,0.0,0.0,1.487,1.424,0.241,0.224,0.565,0.396,6.9,0.0,0.0,1.827,1.104,0.332,0.094,0.357,0.264,6.9,0.0,0.0,1.511,1.396,0.248,0.089,0.339,0.264,6.9,0.0,0.0,1.455,1.419,0.242,1.37
1117,Mattias Svanberg,MID,6.1,Sweden,SWE,1.004,1.089,0.922,10.2,0.008,0.009,0.932,1.947,0.143,0.264,1.09,0.242,10.2,0.008,0.01,0.946,1.882,0.152,0.073,1.078,0.068,10.2,0.007,0.008,0.817,2.225,0.108,0.015,1.081,0.014,10.2,0.007,0.009,0.848,2.141,0.118,0.015,1.085,0.014,10.2,0.007,0.009,0.896,2.094,0.123,1.37
533,Alexander Nübel,GK,4.7,Germany,GER,0.702,0.702,1.0,1.1,0.0,0.0,2.284,0.886,0.412,0.264,0.335,0.788,1.1,0.0,0.0,1.487,1.424,0.241,0.224,0.565,0.396,1.1,0.0,0.0,1.827,1.104,0.332,0.094,0.357,0.264,1.1,0.0,0.0,1.511,1.396,0.248,0.089,0.339,0.264,1.1,0.0,0.0,1.455,1.419,0.242,1.37
1345,Alex Sandro,DEF,4.5,Brazil,BRA,0.614,0.614,1.0,10.16,0.003,0.004,1.734,1.09,0.336,0.332,0.503,0.66,10.16,0.003,0.003,1.511,1.245,0.288,0.222,0.598,0.371,10.16,0.003,0.003,1.524,1.107,0.331,0.092,0.409,0.225,10.16,0.002,0.003,1.276,1.366,0.255,0.106,0.47,0.225,10.16,0.003,0.003,1.431,1.287,0.276,1.37
12,Ibrahim Maza,FWD,5.4,Algeria,ALG,0.975,1.28,0.762,29.51,0.031,0.022,0.901,1.953,0.142,0.265,1.303,0.203,29.51,0.033,0.024,0.976,1.752,0.173,0.081,1.291,0.063,29.51,0.032,0.023,0.939,1.918,0.147,0.021,1.279,0.017,29.51,0.031,0.022,0.9,2.007,0.134,0.021,1.274,0.017,29.51,0.03,0.021,0.884,1.971,0.139,1.36
13,Anis Hadj Moussa,FWD,5.3,Algeria,ALG,0.974,1.278,0.762,20.0,0.033,0.015,0.901,1.953,0.142,0.264,1.301,0.203,20.0,0.036,0.017,0.976,1.752,0.173,0.081,1.29,0.063,20.0,0.035,0.016,0.939,1.918,0.147,0.021,1.277,0.017,20.0,0.033,0.015,0.9,2.007,0.134,0.021,1.273,0.017,20.0,0.033,0.015,0.884,1.971,0.139,1.36
151,Samed Bazdar,FWD,4.5,Bosnia and Herzegovina,BIH,1.121,1.121,1.0,9.6,0.015,0.006,0.738,2.527,0.08,0.177,1.152,0.154,9.6,0.018,0.008,0.93,1.849,0.157,0.049,1.107,0.045,9.6,0.013,0.006,0.653,2.748,0.064,0.006,1.115,0.005,9.6,0.014,0.006,0.705,2.65,0.071,0.006,1.108,0.005,9.6,0.013,0.006,0.662,2.704,0.067,1.36
104,Alessandro Schöpf,MID,5.3,Austria,AUT,0.959,1.018,0.942,1.73,0.002,0.002,0.93,2.044,0.13,0.256,1.02,0.251,1.73,0.002,0.002,1.043,1.729,0.178,0.084,1.02,0.082,1.73,0.002,0.002,1.072,1.774,0.17,0.028,1.019,0.027,1.73,0.002,0.002,0.989,1.957,0.141,0.028,1.018,0.027,1.73,0.002,0.002,0.957,1.93,0.145,1.36
2050,Cristian Volpato,MID,6.0,Australia,AUS,0.928,1.053,0.881,2.75,0.005,0.006,1.048,1.63,0.196,0.334,1.036,0.323,2.75,0.003,0.004,0.707,2.196,0.111,0.06,1.048,0.058,2.75,0.004,0.005,0.938,1.602,0.202,0.02,1.043,0.019,2.75,0.004,0.005,0.848,1.877,0.153,0.02,1.043,0.019,2.75,0.004,0.005,0.842,1.906,0.149,1.36
851,Fredrik Bjørkan,DEF,4.0,Norway,NOR,0.701,0.701,1.0,0.9,0.0,0.001,2.018,0.897,0.408,0.287,0.384,0.746,0.9,0.0,0.0,1.441,1.365,0.255,0.209,0.545,0.384,0.9,0.0,0.0,1.498,1.139,0.32,0.077,0.341,0.226,0.9,0.0,0.0,1.26,1.422,0.241,0.085,0.374,0.226,0.9,0.0,0.0,1.324,1.378,0.252,1.36
1714,Sondre Langås,DEF,4.0,Norway,NOR,0.7,0.7,1.0,0.6,0.0,0.0,2.018,0.897,0.408,0.286,0.383,0.746,0.6,0.0,0.0,1.441,1.365,0.255,0.209,0.544,0.384,0.6,0.0,0.0,1.498,1.139,0.32,0.077,0.34,0.226,0.6,0.0,0.0,1.26,1.422,0.241,0.084,0.373,0.226,0.6,0.0,0.0,1.324,1.378,0.252,1.36
1109,Besfort Zeneli,MID,4.7,Sweden,SWE,0.989,1.072,0.922,8.3,0.006,0.008,0.932,1.947,0.143,0.26,1.073,0.242,8.3,0.006,0.008,0.946,1.882,0.152,0.072,1.063,0.068,8.3,0.005,0.007,0.817,2.225,0.108,0.015,1.066,0.014,8.3,0.006,0.007,0.848,2.141,0.118,0.015,1.07,0.014,8.3,0.006,0.007,0.896,2.094,0.123,1.35
888,Maurício Magalhães Prado,MID,4.6,Paraguay,PAR,0.852,1.052,0.81,3.46,0.005,0.005,1.114,1.489,0.226,0.342,1.038,0.33,3.46,0.004,0.003,0.823,1.876,0.153,0.085,1.048,0.081,3.46,0.004,0.004,1.041,1.345,0.261,0.034,1.043,0.032,3.46,0.004,0.004,0.933,1.621,0.198,0.034,1.044,0.032,3.46,0.004,0.004,0.941,1.62,0.198,1.35
1961,Alphonso Davies,DEF,4.9,Canada,CAN,0.997,0.997,1.0,20.7,0.011,0.057,1.632,0.847,0.429,0.327,0.45,0.725,20.7,0.007,0.034,0.978,1.487,0.226,0.005,0.02,0.257,20.7,0.006,0.031,0.897,1.993,0.136,0.01,0.163,0.064,20.7,0.006,0.031,0.895,1.826,0.161,0.01,0.157,0.064,20.7,0.006,0.03,0.873,1.828,0.161,1.35
293,Samuel Moutoussamy,MID,5.1,Congo DR,COD,1.099,2.525,0.435,88.26,0.041,0.018,0.709,2.16,0.115,0.2,2.534,0.079,88.26,0.04,0.018,0.704,2.067,0.127,0.04,2.549,0.016,88.26,0.044,0.019,0.765,2.238,0.107,0.007,2.498,0.003,88.26,0.039,0.017,0.678,2.244,0.106,0.008,2.563,0.003,88.26,0.044,0.019,0.772,2.149,0.117,1.35
889,Alejandro Romero,MID,4.7,Paraguay,PAR,0.852,1.052,0.81,3.46,0.005,0.005,1.114,1.489,0.226,0.342,1.038,0.33,3.46,0.004,0.003,0.823,1.876,0.153,0.085,1.048,0.081,3.46,0.004,0.004,1.041,1.345,0.261,0.034,1.043,0.032,3.46,0.004,0.004,0.933,1.621,0.198,0.034,1.044,0.032,3.46,0.004,0.004,0.941,1.62,0.198,1.35
860,Egil Selvik,GK,3.8,Norway,NOR,0.695,0.695,1.0,4.75,0.0,0.0,2.018,0.897,0.408,0.283,0.38,0.746,4.75,0.0,0.0,1.441,1.365,0.255,0.208,0.541,0.384,4.75,0.0,0.0,1.498,1.139,0.32,0.076,0.337,0.226,4.75,0.0,0.0,1.26,1.422,0.241,0.084,0.37,0.226,4.75,0.0,0.0,1.324,1.378,0.252,1.35
2003,Cameron Devlin,MID,4.7,Australia,AUS,0.91,1.034,0.881,3.82,0.004,0.001,1.048,1.63,0.196,0.33,1.023,0.323,3.82,0.003,0.001,0.707,2.196,0.111,0.059,1.03,0.058,3.82,0.003,0.001,0.938,1.602,0.202,0.019,1.027,0.019,3.82,0.003,0.001,0.848,1.877,0.153,0.019,1.027,0.019,3.82,0.003,0.001,0.842,1.906,0.149,1.34
26,Houssem Aouar,MID,6.0,Algeria,ALG,0.957,1.256,0.762,22.53,0.028,0.011,0.901,1.953,0.142,0.26,1.277,0.203,22.53,0.03,0.012,0.976,1.752,0.173,0.079,1.266,0.063,22.53,0.029,0.011,0.939,1.918,0.147,0.021,1.255,0.017,22.53,0.028,0.011,0.9,2.007,0.134,0.021,1.251,0.017,22.53,0.027,0.011,0.884,1.971,0.139,1.34
296,Edo Kayembe,MID,5.6,Congo DR,COD,1.09,2.505,0.435,60.95,0.031,0.029,0.709,2.16,0.115,0.198,2.513,0.079,60.95,0.031,0.029,0.704,2.067,0.127,0.039,2.527,0.016,60.95,0.034,0.031,0.765,2.238,0.107,0.007,2.479,0.003,60.95,0.03,0.028,0.678,2.244,0.106,0.007,2.54,0.003,60.95,0.034,0.031,0.772,2.149,0.117,1.34
2062,Herman Johansson,MID,4.4,Sweden,SWE,0.977,1.059,0.922,6.82,0.005,0.006,0.932,1.947,0.143,0.257,1.06,0.242,6.82,0.005,0.006,0.946,1.882,0.152,0.072,1.052,0.068,6.82,0.004,0.006,0.817,2.225,0.108,0.015,1.054,0.014,6.82,0.005,0.006,0.848,2.141,0.118,0.015,1.057,0.014,6.82,0.005,0.006,0.896,2.094,0.123,1.34
2007,Tete Yengi,FWD,4.3,Australia,AUS,0.914,1.037,0.881,2.75,0.005,0.001,1.048,1.63,0.196,0.331,1.025,0.323,2.75,0.003,0.0,0.707,2.196,0.111,0.06,1.033,0.058,2.75,0.005,0.001,0.938,1.602,0.202,0.019,1.03,0.019,2.75,0.004,0.0,0.848,1.877,0.153,0.019,1.03,0.019,2.75,0.004,0.0,0.842,1.906,0.149,1.34
1055,Lamine Camara,MID,6.2,Senegal,SEN,0.799,1.279,0.624,24.14,0.021,0.037,0.986,1.34,0.262,0.32,1.302,0.245,24.14,0.023,0.04,1.066,1.327,0.265,0.126,1.261,0.1,24.14,0.02,0.035,0.921,1.571,0.208,0.04,1.259,0.031,24.14,0.02,0.034,0.914,1.563,0.209,0.04,1.267,0.031,24.14,0.02,0.035,0.941,1.5,0.223,1.33
892,Braian Ojeda,MID,5.6,Paraguay,PAR,0.842,1.039,0.81,4.95,0.004,0.002,1.114,1.489,0.226,0.339,1.029,0.33,4.95,0.003,0.001,0.823,1.876,0.153,0.084,1.036,0.081,4.95,0.004,0.002,1.041,1.345,0.261,0.034,1.032,0.032,4.95,0.004,0.001,0.933,1.621,0.198,0.034,1.033,0.032,4.95,0.004,0.001,0.941,1.62,0.198,1.33
1993,Brandon Thomas-Asante,FWD,5.1,Ghana,GHA,1.085,1.085,1.0,4.94,0.011,0.003,0.67,2.186,0.112,0.181,1.099,0.165,4.94,0.013,0.004,0.781,2.066,0.127,0.038,1.083,0.035,4.94,0.011,0.003,0.653,2.48,0.084,0.006,1.086,0.006,4.94,0.011,0.003,0.68,2.335,0.097,0.006,1.088,0.006,4.94,0.011,0.003,0.689,2.338,0.097,1.32
319,Parfait Guiagon,MID,4.9,Côte d'Ivoire,CIV,0.966,1.009,0.957,1.05,0.001,0.001,0.882,1.944,0.143,0.243,1.01,0.24,1.05,0.001,0.001,0.93,1.838,0.159,0.067,1.009,0.067,1.05,0.001,0.001,0.903,1.673,0.188,0.021,1.008,0.021,1.05,0.001,0.001,0.808,1.947,0.143,0.021,1.009,0.021,1.05,0.001,0.001,0.9,1.852,0.157,1.32
169,Bremer,DEF,4.3,Brazil,BRA,0.593,0.593,1.0,2.01,0.002,0.002,1.734,1.09,0.336,0.32,0.485,0.66,2.01,0.001,0.002,1.511,1.245,0.288,0.215,0.58,0.371,2.01,0.001,0.002,1.524,1.107,0.331,0.089,0.393,0.225,2.01,0.001,0.001,1.276,1.366,0.255,0.102,0.453,0.225,2.01,0.001,0.002,1.431,1.287,0.276,1.32
159,Armin Gigovic,MID,5.1,Bosnia and Herzegovina,BIH,1.091,1.091,1.0,20.73,0.007,0.011,0.738,2.527,0.08,0.172,1.115,0.154,20.73,0.009,0.014,0.93,1.849,0.157,0.048,1.081,0.045,20.73,0.006,0.01,0.653,2.748,0.064,0.006,1.087,0.005,20.73,0.007,0.011,0.705,2.65,0.071,0.006,1.082,0.005,20.73,0.006,0.01,0.662,2.704,0.067,1.32
