Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation
477,Aymen Dahmen,GK,Tunisia,29,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
509,Boulaye Dia,FW,Senegal,29,1996,3,2,168,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
517,Oumar Diakité,FW,Côte d'Ivoire,22,2003,7,3,303,3.4,1,0,1,1,0,0,0,0,0.3,0.0,0.3,0.3,0.3,Matches,CAF
519,Abdou Diallo,DF,Senegal,29,1996,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
520,Amad Diallo,MF,Côte d'Ivoire,23,2002,3,3,225,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.8,0.4,0.8,Matches,CAF
521,Habib Diallo,FW,Senegal,30,1995,5,4,327,3.6,2,3,5,2,0,0,0,0,0.55,0.83,1.38,0.55,1.38,Matches,CAF
523,Grady Diangana,MF,Congo DR,27,1998,3,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
524,Assane Diao,FW,Senegal,20,2005,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
527,Habib Diarra,MF,Senegal,22,2004,4,3,220,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
529,Krépin Diatta,DF,Senegal,26,1999,8,8,692,7.7,0,2,2,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,Matches,CAF
531,Mory Diaw,GK,Senegal,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
534,Brahim Díaz,"MF,FW",Morocco,26,1999,6,6,499,5.5,1,2,3,0,1,1,1,0,0.18,0.36,0.54,0.0,0.36,Matches,CAF
535,Junior Diaz,DF,Côte d'Ivoire,22,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
538,Diney,DF,Cape Verde,31,1995,5,5,450,5.0,2,1,3,2,0,0,1,0,0.4,0.2,0.6,0.4,0.6,Matches,CAF
540,Mohamed Diomandé,MF,Côte d'Ivoire,24,2001,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
541,Ousmane Diomande,DF,Côte d'Ivoire,22,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
542,Yan Diomandé,MF,Côte d'Ivoire,19,2006,2,2,139,1.5,2,0,2,2,0,0,0,0,1.29,0.0,1.29,1.29,1.29,Matches,CAF
545,El Hadji Malick Diouf,DF,Senegal,21,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
558,Alexander Djiku,DF,Ghana,31,1994,7,7,626,7.0,2,0,2,2,0,0,0,0,0.29,0.0,0.29,0.29,0.29,Matches,CAF
577,Mehdi Dorval,"DF,MF",Algeria,24,2001,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
581,Guela Doué,"MF,DF",Côte d'Ivoire,23,2002,3,2,221,2.5,0,1,1,0,0,0,0,0,0.0,0.41,0.41,0.0,0.41,Matches,CAF
586,Deroy Duarte,MF,Cape Verde,26,1999,6,3,262,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,Matches,CAF
587,Laros Duarte,MF,Cape Verde,28,1997,5,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
589,Duk,"FW,MF",Cape Verde,25,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
591,Nabil Dunga,MF,Egypt,29,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
602,Ahmed Eid,MF,Egypt,25,2001,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
613,Meschak Elia,"MF,FW",Congo DR,28,1997,11,7,636,7.1,2,0,2,2,0,0,2,0,0.28,0.0,0.28,0.28,0.28,Matches,CAF
616,Mohamed Elneny,MF,Egypt,33,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
619,Youssef En-Nesyri,FW,Morocco,28,1997,7,5,439,4.9,2,1,3,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,Matches,CAF
627,Samuel Essende,FW,Congo DR,28,1998,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
632,Abde Ezzalzouli,MF,Morocco,24,2001,4,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
637,Osama Faisal,FW,Egypt,25,2001,4,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
641,Abdul Fatawu Issahaku,MF,Ghana,21,2004,4,2,163,1.8,1,1,2,1,0,0,0,0,0.55,0.55,1.1,0.55,1.1,Matches,CAF
642,Mostafa Fathi,MF,Egypt,30,1995,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
643,Hamdy Fathy,"MF,DF",Egypt,31,1994,8,6,546,6.1,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,Matches,CAF
646,Timothy Fayulu,GK,Congo DR,26,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
647,Sofiane Feghouli,MF,Algeria,36,1989,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
660,Seko Fofana,MF,Côte d'Ivoire,30,1995,6,5,423,4.7,3,1,4,3,0,0,0,0,0.64,0.21,0.85,0.64,0.85,Matches,CAF
661,Yahia Fofana,GK,Côte d'Ivoire,25,2000,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
667,Lyle Foster,FW,South Africa,25,2000,6,5,442,4.9,2,1,3,2,0,0,1,0,0.41,0.2,0.61,0.41,0.61,Matches,CAF
682,Ali Gabr,DF,Egypt,37,1989,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
690,Idrissa Gana Gueye,MF,Senegal,36,1989,9,9,757,8.4,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,Matches,CAF
697,Fabrício Garcia,DF,Cape Verde,24,2001,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
703,Jean-Philippe Gbamin,"DF,MF",Côte d'Ivoire,30,1995,4,3,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
711,Nader Ghandri,MF,Tunisia,30,1995,4,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
714,Ismaël Gharbi,MF,Tunisia,21,2004,4,1,177,2.0,1,0,1,1,0,0,1,0,0.51,0.0,0.51,0.51,0.51,Matches,CAF
715,Mahmoud Ghorbel,DF,Tunisia,22,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
729,Amine Gouiri,"FW,MF",Algeria,25,2000,9,7,525,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches,CAF
734,Alexis Guendouz,GK,Algeria,30,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
735,Evann Guessand,"FW,MF",Côte d'Ivoire,24,2001,6,3,313,3.5,2,0,2,2,0,0,1,0,0.58,0.0,0.58,0.58,0.58,Matches,CAF
738,Pape Gueye,MF,Senegal,27,1999,5,4,319,3.5,1,0,1,1,0,0,2,0,0.28,0.0,0.28,0.28,0.28,Matches,CAF
740,Parfait Guiagon,MF,Côte d'Ivoire,24,2001,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
756,Anis Hadj Moussa,"FW,MF",Algeria,23,2002,3,0,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
757,Jaouen Hadjam,DF,Algeria,22,2003,5,4,337,3.7,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,Matches,CAF
764,Mohamed Haj Mahmoud,MF,Tunisia,25,2000,2,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
765,Anas Haj Mohamed,FW,Tunisia,20,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
767,Achraf Hakimi,DF,Morocco,27,1998,6,6,540,6.0,0,3,3,0,0,1,2,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF
768,Sébastien Haller,FW,Côte d'Ivoire,31,1994,8,5,419,4.7,2,1,3,1,1,1,0,0,0.43,0.21,0.64,0.21,0.43,Matches,CAF
769,Mahmoud Hamada,MF,Egypt,31,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
772,Mohamed Hamdy,"DF,MF",Egypt,30,1995,6,6,510,5.7,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,Matches,CAF
777,Mohamed Hany,"DF,MF",Egypt,30,1996,9,9,760,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
780,Amine Harit,MF,Morocco,28,1997,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
793,Omar El Hilali,DF,Morocco,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
796,Bongokuhle Hlongwane,MF,South Africa,25,2000,2,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
815,Yasser Ibrahim,DF,Egypt,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
821,Hamza Igamane,"MF,FW",Morocco,23,2002,4,2,183,2.0,2,1,3,2,0,0,0,0,0.98,0.49,1.48,0.98,1.48,Matches,CAF
831,Baka Inonga,DF,Congo DR,31,1994,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
848,Nicolas Jackson,FW,Senegal,24,2001,7,4,347,3.9,2,1,3,1,1,1,0,0,0.52,0.26,0.78,0.26,0.52,Matches,CAF
850,Ismail Jakobs,DF,Senegal,26,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
865,Seifeddine Jaziri,FW,Tunisia,32,1993,2,0,27,0.3,1,0,1,1,0,0,0,0,3.33,0.0,3.33,3.33,3.33,Matches,CAF
869,Hamza Jelassi,DF,Tunisia,34,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
880,Jójó,DF,Cape Verde,24,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
887,Haythem Jouini,FW,Tunisia,32,1993,4,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
891,Hamed Junior Traorè,MF,Côte d'Ivoire,25,2000,2,1,116,1.3,2,0,2,2,0,0,0,0,1.55,0.0,1.55,1.55,1.55,Matches,CAF
894,Ayoub El Kaabi,FW,Morocco,32,1993,6,2,216,2.4,4,0,4,4,0,0,0,0,1.67,0.0,1.67,1.67,1.67,Matches,CAF
897,Samukele Kabini,DF,South Africa,21,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
910,Gaël Kakuta,MF,Congo DR,34,1991,4,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
912,Gedeon Kalulu,DF,Congo DR,28,1997,5,3,342,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
913,Omar Kamal,DF,Egypt,32,1993,3,1,114,1.3,0,1,1,0,0,0,1,0,0.0,0.79,0.79,0.0,0.79,Matches,CAF
919,Hassane Kamara,"DF,MF",Côte d'Ivoire,31,1994,4,3,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
950,Souffian El Karouani,DF,Morocco,25,2000,2,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
959,Silas Katompa,MF,Congo DR,27,1998,3,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
963,Edo Kayembe,"MF,FW",Congo DR,27,1998,10,5,580,6.4,0,2,2,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,Matches,CAF
964,Joris Kayembe,DF,Congo DR,31,1994,9,6,571,6.3,0,1,1,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,Matches,CAF
967,Ilan Kebbal,"FW,MF",Algeria,27,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
970,Wajdi Kechrida,DF,Tunisia,30,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
974,Ahmed Kendouci,MF,Algeria,26,1999,3,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
978,Franck Kessié,MF,Côte d'Ivoire,29,1996,10,9,781,8.7,2,2,4,2,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches,CAF
984,Bilal El Khannouss,MF,Morocco,21,2004,7,3,330,3.7,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,Matches,CAF
1005,Ghislain Konan,"DF,MF",Côte d'Ivoire,30,1995,5,5,445,4.9,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,Matches,CAF
1007,Karim Konaté,FW,Côte d'Ivoire,21,2004,2,1,116,1.3,2,2,4,1,1,1,1,0,1.55,1.55,3.1,0.78,2.33,Matches,CAF
1022,Odilon Kossounou,DF,Côte d'Ivoire,25,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1024,Christian Kouamé,MF,Côte d'Ivoire,28,1997,1,1,88,1.0,1,0,1,1,0,0,0,0,1.02,0.0,1.02,1.02,1.02,Matches,CAF
1026,Kalidou Koulibaly,DF,Senegal,34,1991,10,10,900,10.0,1,1,2,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,Matches,CAF
1031,Cheikhou Kouyaté,MF,Senegal,36,1989,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1033,Jean-Philippe Krasso,MF,Côte d'Ivoire,28,1997,3,1,132,1.5,1,1,2,0,1,1,0,0,0.68,0.68,1.36,0.0,0.68,Matches,CAF
1035,Mohammed Kudus,"MF,FW",Ghana,25,2000,10,9,799,8.9,2,2,4,2,0,0,1,0,0.23,0.23,0.45,0.23,0.45,Matches,CAF
1048,Alban Lafont,GK,Côte d'Ivoire,27,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1049,Aïssa Laïdouni,MF,Tunisia,29,1996,8,7,494,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1055,Tariq Lamptey,MF,Ghana,25,2000,2,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1061,Yasser Larouci,DF,Algeria,25,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1062,Mohanad Lasheen,MF,Egypt,29,1996,4,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1064,Emmanuel Latte Lath,FW,Côte d'Ivoire,27,1999,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1066,Amor Layouni,MF,Tunisia,33,1992,1,1,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1078,Zakhele Lepasa,FW,South Africa,28,1997,2,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1086,Dailon Livramento,FW,Cape Verde,24,2001,8,4,465,5.2,4,0,4,4,0,0,1,0,0.77,0.0,0.77,0.77,0.77,Matches,CAF
1091,Dion Lopy,MF,Senegal,23,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1093,Sayfallah Ltaief,MF,Tunisia,25,2000,6,1,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1133,Naser Maher,MF,Egypt,28,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1135,Riyad Mahrez,"FW,MF",Algeria,34,1991,8,8,520,5.8,1,4,5,1,0,0,0,0,0.17,0.69,0.87,0.17,0.87,Matches,CAF
1141,Evidence Makgopa,FW,South Africa,25,2000,3,2,142,1.6,1,1,2,1,0,0,0,0,0.63,0.63,1.27,0.63,1.27,Matches,CAF
1161,Aïssa Mandi,DF,Algeria,34,1991,10,10,823,9.1,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,Matches,CAF
1162,Anthony Mandrea,GK,Algeria,29,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1164,Sadio Mané,"FW,MF",Senegal,33,1992,8,8,638,7.1,5,1,6,4,1,1,2,0,0.71,0.14,0.85,0.56,0.71,Matches,CAF
1181,Ndamulelo Maphangule,MF,South Africa,26,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1190,Omar Marmoush,"MF,FW",Egypt,26,1999,6,5,339,3.8,1,0,1,0,1,1,0,0,0.27,0.0,0.27,0.0,0.0,Matches,CAF
1196,Adam Masina,DF,Morocco,32,1994,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1201,Hazem Mastouri,FW,Tunisia,28,1997,6,5,393,4.4,2,1,3,2,0,0,0,0,0.46,0.23,0.69,0.46,0.69,Matches,CAF
1202,Arthur Masuaku,"DF,MF",Congo DR,32,1993,7,7,646,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1206,Pape Matar Sarr,MF,Senegal,23,2002,10,7,649,7.2,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69,Matches,CAF
1210,Hamza Mathlouthi,DF,Tunisia,33,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1228,Mihlali Mayambela,FW,South Africa,29,1996,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1229,Fiston Mayele,FW,Congo DR,31,1994,11,1,239,2.7,2,1,3,2,0,0,1,0,0.75,0.38,1.13,0.75,1.13,Matches,CAF
1230,Ibrahim Maza,MF,Algeria,20,2005,3,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1232,Noussair Mazraoui,DF,Morocco,28,1997,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,Matches,CAF
1238,Thalente Mbatha,MF,South Africa,25,2000,5,3,284,3.2,1,0,1,1,0,0,1,0,0.32,0.0,0.32,0.32,0.32,Matches,CAF
1243,Chancel Mbemba,DF,Congo DR,31,1994,12,12,1110,12.3,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,CAF
1246,Mbekezeli Mbokazi,DF,South Africa,20,2005,3,3,269,3.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1249,Nathanael Mbuku,"MF,FW",Congo DR,23,2002,6,4,357,4.0,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25,Matches,CAF
1250,Sipho Mbule,MF,South Africa,27,1998,4,4,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1252,Zuko Mdunyelwa,DF,South Africa,26,1999,2,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1254,Hannibal Mejbri,MF,Tunisia,23,2003,6,5,430,4.8,1,1,2,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches,CAF
1257,Diogo Mendes,MF,Cape Verde,28,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1261,Ryan Mendes,MF,Cape Verde,36,1990,9,7,576,6.4,1,1,2,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,Matches,CAF
1262,Antoine Mendy,DF,Senegal,21,2004,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1263,Edouard Mendy,GK,Senegal,33,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1264,Formose Mendy,DF,Senegal,25,2001,2,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1266,Nampalys Mendy,MF,Senegal,33,1992,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1268,Gideon Mensah,"DF,MF",Ghana,27,1998,9,9,799,8.9,0,2,2,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,Matches,CAF
1271,Yassine Meriah,DF,Tunisia,32,1993,5,5,450,5.0,1,0,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,Matches,CAF
1297,Sydney Mobbie,DF,South Africa,31,1994,1,1,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1300,Aubrey Modiba,DF,South Africa,30,1995,7,7,623,6.9,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,Matches,CAF
1304,Relebohile Mofokeng,MF,South Africa,21,2004,3,2,158,1.8,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,Matches,CAF
1312,Mostafa Mohamed,FW,Egypt,28,1997,10,7,522,5.8,1,2,3,1,0,0,1,0,0.17,0.34,0.52,0.17,0.52,Matches,CAF
1319,Teboho Mokoena,MF,South Africa,29,1997,9,9,801,8.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1323,Elias Mokwana,MF,South Africa,26,1999,3,3,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF
1324,Thabo Moloisane,DF,South Africa,26,1999,1,1,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1328,Jamiro Monteiro,"MF,FW",Cape Verde,32,1993,10,7,604,6.7,2,1,3,2,0,0,0,0,0.3,0.15,0.45,0.3,0.45,Matches,CAF
1330,Thabiso Monyane,DF,South Africa,25,2000,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1332,Steven Moreira,DF,Cape Verde,31,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1333,Tshepang Moremi,MF,South Africa,25,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1334,Thapelo Morena,MF,South Africa,32,1993,6,2,251,2.8,2,0,2,2,0,0,0,0,0.72,0.0,0.72,0.72,0.72,Matches,CAF
1351,Samuel Moutoussamy,MF,Congo DR,29,1996,11,11,1019,11.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1356,Lionel Mpasi,GK,Congo DR,31,1994,6,6,569,6.3,0,1,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,Matches,CAF
1362,Youssef Msakni,FW,Tunisia,35,1990,2,2,179,2.0,2,0,2,1,1,1,0,0,1.01,0.0,1.01,0.5,0.5,Matches,CAF
1368,Sibongiseni Mthethwa,MF,South Africa,31,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1371,Khuliso Mudau,DF,South Africa,30,1995,8,8,720,8.0,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,Matches,CAF
1380,Ngal'Ayel Mukau,MF,Congo DR,21,2004,4,2,174,1.9,0,1,1,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,Matches,CAF
1383,Jackson Muleka,"FW,MF",Congo DR,26,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1387,Abdul Mumin,DF,Ghana,27,1998,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1404,Mothobi Mvala,DF,South Africa,31,1994,3,3,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1418,Obite N'Dicka,DF,Côte d'Ivoire,26,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1424,Ahmed Nabil Koka,MF,Egypt,24,2001,5,3,274,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,CAF
1446,Khulumani Ndamane,DF,South Africa,21,2004,2,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1450,Cherif Ndiaye,"FW,MF",Senegal,30,1996,5,0,81,0.9,1,0,1,1,0,0,0,0,1.11,0.0,1.11,1.11,1.11,Matches,CAF
1451,Iliman Ndiaye,"FW,MF",Senegal,25,2000,8,8,606,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches,CAF
1463,Moutaz Neffati,DF,Tunisia,21,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1472,Siyabonga Ngezana,DF,South Africa,28,1997,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
1483,Moussa Niakhate,DF,Senegal,29,1996,8,8,688,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF
