Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation
723,Ladislav Krejčí,DF,Czechia,26,1999,9,9,870,9.7,2,1,3,2,0,0,2,0,0.21,0.1,0.31,0.21,0.31,Matches,UEFA
731,Jan Kuchta,FW,Czechia,29,1997,2,0,19,0.2,0,1,1,0,0,0,0,0,0.0,4.74,4.74,0.0,4.74,Matches,UEFA
735,Vasil Kušej,MF,Czechia,25,2000,5,3,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
744,Gustaf Lagerbielke,DF,Sweden,25,2000,6,5,457,5.1,1,1,2,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39,Matches,UEFA
747,Konrad Laimer,"MF,DF",Austria,28,1997,8,8,675,7.5,2,1,3,2,0,0,1,0,0.27,0.13,0.4,0.27,0.4,Matches,UEFA
749,Senne Lammens,GK,Belgium,23,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
750,Noa Lang,"FW,MF",Netherlands,26,1999,2,0,57,0.6,1,0,1,1,0,0,1,0,1.58,0.0,1.58,1.58,1.58,Matches,UEFA
751,Aymeric Laporte,DF,Spain,31,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
753,Hugo Larsson,MF,Sweden,21,2004,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
756,Tobias Lawal,GK,Austria,25,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
759,Robin Le Normand,DF,Spain,29,1996,4,4,295,3.3,0,2,2,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61,Matches,UEFA
760,Rafael Leão,MF,Portugal,26,1999,3,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
764,Adrian Leon Barišić,DF,Bosnia-Herzegovina,24,2001,4,4,296,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
767,Jamie Leweling,MF,Germany,24,2001,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
769,Myles Lewis-Skelly,DF,England,19,2006,4,4,347,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,UEFA
770,Isac Lidberg,FW,Sweden,27,1998,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
771,Philipp Lienhart,DF,Austria,29,1996,7,7,585,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
772,Matthijs de Ligt,DF,Netherlands,26,1999,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
773,Victor Lindelöf,DF,Sweden,31,1994,4,4,353,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
774,Ondřej Lingr,"FW,MF",Czechia,27,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
777,Dominik Livaković,GK,Croatia,31,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
779,Valentino Livramento,DF,England,23,2002,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
780,Marcos Llorente,DF,Spain,31,1995,3,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
792,Fermin López,MF,Spain,22,2003,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
798,Romelu Lukaku,FW,Belgium,32,1993,2,2,171,1.9,1,0,1,0,1,1,0,0,0.53,0.0,0.53,0.0,0.0,Matches,UEFA
799,Dodi Lukebakio,"FW,MF",Belgium,28,1997,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
801,Gustav Lundgren,MF,Sweden,30,1995,2,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0.0,0.9,0.9,0.9,Matches,UEFA
805,Noni Madueke,MF,England,23,2002,3,3,255,2.8,1,1,2,1,0,0,0,0,0.35,0.35,0.71,0.35,0.71,Matches,UEFA
815,Mike Maignan,GK,France,30,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
816,Lovro Majer,MF,Croatia,28,1998,3,2,201,2.2,0,3,3,0,0,1,0,0,0.0,1.34,1.34,0.0,1.34,Matches,UEFA
821,Donyell Malen,"MF,FW",Netherlands,27,1999,7,4,401,4.5,4,1,5,4,0,0,0,0,0.9,0.22,1.12,0.9,1.12,Matches,UEFA
822,Arjan Malic,"DF,FW",Bosnia-Herzegovina,20,2005,5,5,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
836,Johan Manzambi,FW,Switzerland,20,2005,6,1,192,2.1,2,0,2,2,0,0,0,0,0.94,0.0,0.94,0.94,0.94,Matches,UEFA
848,Igor Matanovic,FW,Croatia,22,2003,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
849,Jean-Philippe Mateta,FW,France,28,1997,3,2,178,2.0,2,0,2,2,0,0,0,0,1.01,0.0,1.01,1.01,1.01,Matches,UEFA
859,Kylian Mbappé,FW,France,27,1998,4,4,352,3.9,5,3,8,3,2,2,1,0,1.28,0.77,2.05,0.77,1.53,Matches,UEFA
867,John McGinn,MF,Scotland,31,1994,6,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,Matches,UEFA
868,Scott McKenna,DF,Scotland,29,1996,5,3,287,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
869,Kenny McLean,MF,Scotland,34,1992,4,1,176,2.0,1,0,1,1,0,0,0,0,0.51,0.0,0.51,0.51,0.51,Matches,UEFA
871,Scott McTominay,MF,Scotland,29,1996,6,6,539,6.0,2,1,3,2,0,0,0,0,0.33,0.17,0.5,0.33,0.5,Matches,UEFA
872,Brandon Mechele,DF,Belgium,33,1993,2,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0.0,0.9,0.9,0.9,Matches,UEFA
877,Amar Memić,"MF,DF",Bosnia-Herzegovina,25,2001,9,6,579,6.4,0,2,2,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31,Matches,UEFA
878,Memphis,FW,Netherlands,31,1994,8,7,533,5.9,8,4,12,6,2,2,1,0,1.35,0.68,2.03,1.01,1.69,Matches,UEFA
879,Nuno Mendes,DF,Portugal,23,2002,4,4,322,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,Matches,UEFA
881,Mikel Merino,MF,Spain,29,1996,6,6,466,5.2,6,0,6,6,0,0,1,0,1.16,0.0,1.16,1.16,1.16,Matches,UEFA
883,Thomas Meunier,DF,Belgium,34,1991,7,5,351,3.9,2,2,4,2,0,0,2,0,0.51,0.51,1.03,0.51,1.03,Matches,UEFA
893,Lennon Miller,MF,Scotland,19,2006,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
908,Maximilian Mittelstädt,DF,Germany,28,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
915,Luka Modrić,MF,Croatia,40,1985,8,4,399,4.4,1,2,3,0,1,1,0,0,0.23,0.45,0.68,0.0,0.45,Matches,UEFA
919,Álvaro Morata,FW,Spain,33,1992,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
920,Diego Moreira,MF,Belgium,21,2004,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
925,Nikola Moro,MF,Croatia,27,1998,4,2,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
934,Tarik Muharemovic,DF,Bosnia-Herzegovina,22,2003,7,6,645,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
935,Miro Muheim,"DF,MF",Switzerland,27,1998,3,0,94,1.0,0,1,1,0,0,0,1,0,0.0,0.96,0.96,0.0,0.96,Matches,UEFA
936,Nihad Mujakić,DF,Bosnia-Herzegovina,27,1998,4,2,169,1.9,1,0,1,1,0,0,2,0,0.53,0.0,0.53,0.53,0.53,Matches,UEFA
939,Mert Müldür,DF,Türkiye,26,1999,7,4,386,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,UEFA
946,Petar Musa,FW,Croatia,27,1998,2,1,105,1.2,1,0,1,1,0,0,0,0,0.86,0.0,0.86,0.86,0.86,Matches,UEFA
954,Phillipp Mwene,DF,Austria,32,1994,5,5,402,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
956,Felix Myhre,MF,Norway,26,1999,1,1,63,0.7,1,1,2,1,0,0,0,0,1.43,1.43,2.86,1.43,2.86,Matches,UEFA
961,David Møller Wolfe,DF,Norway,23,2002,8,8,679,7.5,1,2,3,1,0,0,1,0,0.13,0.27,0.4,0.13,0.4,Matches,UEFA
966,Sebastian Nanasi,"FW,MF",Sweden,23,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
971,Dan Ndoye,"FW,MF",Switzerland,25,2000,5,5,442,4.9,2,3,5,2,0,0,1,0,0.41,0.61,1.02,0.41,1.02,Matches,UEFA
976,Pedro Neto,MF,Portugal,25,2000,4,4,244,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,Matches,UEFA
978,João Neves,"MF,DF",Portugal,21,2004,4,4,335,3.7,3,0,3,3,0,0,1,0,0.81,0.0,0.81,0.81,0.81,Matches,UEFA
979,Rúben Neves,MF,Portugal,28,1997,5,4,349,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,UEFA
986,Christopher Nkunku,MF,France,28,1997,4,2,148,1.6,1,0,1,1,0,0,0,0,0.61,0.0,0.61,0.61,0.61,Matches,UEFA
987,Felix Nmecha,MF,Germany,25,2000,2,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
989,Kristoffer Nordfeldt,GK,Sweden,36,1989,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5,Matches,UEFA
991,Matheus Nunes,"DF,MF",Portugal,27,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
995,Antonio Nusa,"MF,FW",Norway,20,2005,6,6,472,5.2,2,3,5,2,0,0,0,0,0.38,0.57,0.95,0.38,0.95,Matches,UEFA
997,Benjamin Nygren,"MF,FW",Sweden,24,2001,5,3,316,3.5,1,2,3,1,0,0,0,0,0.28,0.57,0.85,0.28,0.85,Matches,UEFA
998,Ørjan Nyland,GK,Norway,35,1990,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1010,Michael Olise,MF,France,24,2001,5,5,425,4.7,2,0,2,2,0,0,0,0,0.42,0.0,0.42,0.42,0.42,Matches,UEFA
1014,Dani Olmo,FW,Spain,27,1998,2,1,93,1.0,1,0,1,1,0,0,0,0,0.97,0.0,0.97,0.97,0.97,Matches,UEFA
1017,Robin Olsen,GK,Sweden,36,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1018,Nail Omerovic,"DF,MF",Bosnia-Herzegovina,23,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1020,Samu Omorodion,FW,Spain,21,2004,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1021,Amadou Onana,MF,Belgium,24,2001,5,3,281,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1022,Loïs Openda,FW,Belgium,25,2000,5,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1025,Mislav Oršić,"FW,MF",Croatia,33,1992,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1030,Assan Ouedraogo,MF,Germany,19,2006,1,0,14,0.2,1,0,1,1,0,0,0,0,6.43,0.0,6.43,6.43,6.43,Matches,UEFA
1031,Mikel Oyarzabal,"FW,MF",Spain,28,1997,6,6,442,4.9,6,3,9,4,2,2,0,0,1.22,0.61,1.83,0.81,1.43,Matches,UEFA
1032,Salih Özcan,MF,Türkiye,28,1998,5,1,136,1.5,1,0,1,1,0,0,1,0,0.66,0.0,0.66,0.66,0.66,Matches,UEFA
1033,Nico O’Reilly,DF,England,20,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1038,João Palhinha,MF,Portugal,30,1995,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1039,Cole Palmer,MF,England,23,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1048,Marco Pašalić,"MF,DF",Croatia,25,2000,6,2,222,2.5,0,2,2,0,0,0,0,0,0.0,0.81,0.81,0.0,0.81,Matches,UEFA
1049,Mario Pašalić,MF,Croatia,30,1995,7,7,495,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches,UEFA
1056,Aleksandar Pavlovic,MF,Germany,21,2004,4,4,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1059,Marcus Pedersen,"DF,MF",Norway,25,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1060,Pedri,MF,Spain,23,2002,4,4,297,3.3,2,1,3,2,0,0,0,0,0.61,0.3,0.91,0.61,0.91,Matches,UEFA
1066,Patrick Pentz,GK,Austria,29,1997,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1073,Ivan Perišić,MF,Croatia,36,1989,8,6,552,6.1,4,4,8,3,1,1,0,0,0.65,0.65,1.3,0.49,1.14,Matches,UEFA
1083,Jens Petter Hauge,"DF,FW",Norway,26,1999,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1088,Jordan Pickford,GK,England,31,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1094,Yeremi Pino,FW,Spain,23,2002,4,2,163,1.8,1,0,1,1,0,0,0,0,0.55,0.0,0.55,0.55,0.55,Matches,UEFA
1104,Marin Pongračić,DF,Croatia,28,1997,4,3,284,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1110,Pedro Porro,DF,Spain,26,1999,5,5,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1111,Stefan Posch,DF,Austria,28,1997,7,4,416,4.6,2,2,4,2,0,0,2,0,0.43,0.43,0.87,0.43,0.87,Matches,UEFA
1115,Alexander Prass,DF,Austria,24,2001,3,1,117,1.3,0,1,1,0,0,0,0,0,0.0,0.77,0.77,0.0,0.77,Matches,UEFA
1117,Lukáš Provod,MF,Czechia,29,1996,9,6,644,7.2,0,1,1,0,0,0,0,0,0.0,0.14,0.14,0.0,0.14,Matches,UEFA
1124,Jarell Quansah,DF,England,23,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1125,Leopold Querfeld,DF,Austria,22,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1127,Adrien Rabiot,MF,France,30,1995,3,1,105,1.2,1,0,1,1,0,0,1,0,0.86,0.0,0.86,0.86,0.86,Matches,UEFA
1130,Stjepan Radeljić,DF,Bosnia-Herzegovina,28,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1138,Anthony Ralston,DF,Scotland,27,1998,3,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1141,Gonçalo Ramos,FW,Portugal,24,2001,6,1,159,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,Matches,UEFA
1144,Marcus Rashford,MF,England,28,1997,7,4,340,3.8,1,1,2,0,1,1,0,0,0.26,0.26,0.53,0.0,0.26,Matches,UEFA
1146,Nicolas Raskin,MF,Belgium,24,2001,7,6,533,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,Matches,UEFA
1151,David Raum,DF,Germany,27,1998,6,5,467,5.2,1,2,3,1,0,0,0,0,0.19,0.39,0.58,0.19,0.58,Matches,UEFA
1158,Tijjani Reijnders,MF,Netherlands,27,1998,7,5,453,5.0,2,1,3,2,0,0,1,0,0.4,0.2,0.6,0.4,0.6,Matches,UEFA
1168,Declan Rice,MF,England,27,1999,8,7,502,5.6,1,4,5,1,0,0,0,0,0.18,0.72,0.9,0.18,0.9,Matches,UEFA
1170,Fabian Rieder,MF,Switzerland,23,2002,6,4,312,3.5,0,2,2,0,0,0,0,0,0.0,0.58,0.58,0.0,0.58,Matches,UEFA
1175,Andrew Robertson,DF,Scotland,31,1994,6,6,539,6.0,0,2,2,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,UEFA
1176,Stian Rode Gregersen,"DF,MF",Norway,30,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1178,Rodri,"DF,MF",Spain,29,1996,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1180,Jesus Rodríguez,MF,Spain,20,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1181,Ricardo Rodríguez,DF,Switzerland,33,1992,6,6,431,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1183,Morgan Rogers,"MF,DF",England,23,2002,8,5,428,4.8,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,UEFA
1184,Cristiano Ronaldo,FW,Portugal,40,1985,5,5,367,4.1,5,0,5,4,1,2,0,1,1.23,0.0,1.23,0.98,0.98,Matches,UEFA
1195,Antonio Rüdiger,DF,Germany,32,1993,2,2,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1197,Fabián Ruiz Peña,MF,Spain,29,1996,2,2,143,1.6,0,1,1,0,0,0,0,0,0.0,0.63,0.63,0.0,0.63,Matches,UEFA
1200,Julian Ryerson,"DF,MF",Norway,28,1997,8,8,720,8.0,1,4,5,1,0,0,0,0,0.12,0.5,0.62,0.12,0.62,Matches,UEFA
1202,Marcel Sabitzer,MF,Austria,31,1994,8,8,700,7.8,3,3,6,2,1,1,1,0,0.39,0.39,0.77,0.26,0.64,Matches,UEFA
1203,Michal Sadílek,MF,Czechia,26,1999,7,1,203,2.3,0,1,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44,Matches,UEFA
1205,Alexis Saelemaekers,"FW,MF",Belgium,26,1999,7,3,287,3.2,1,4,5,1,0,0,1,0,0.31,1.25,1.57,0.31,1.57,Matches,UEFA
1208,Bukayo Saka,"MF,FW",England,24,2001,3,2,178,2.0,1,1,2,1,0,0,0,0,0.51,0.51,1.01,0.51,1.01,Matches,UEFA
1210,Anton Salétros,MF,Sweden,29,1996,4,2,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1211,William Saliba,DF,France,24,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1218,Leroy Sané,"MF,FW",Germany,30,1996,2,2,168,1.9,2,2,4,2,0,0,0,0,1.07,1.07,2.14,1.07,2.14,Matches,UEFA
1221,Yusuf Sari,MF,Türkiye,27,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1222,Dario Šarić,MF,Bosnia-Herzegovina,28,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1235,Kevin Schade,"FW,MF",Germany,24,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1237,Patrik Schick,"FW,MF",Czechia,30,1996,8,8,670,7.4,5,0,5,4,1,1,0,0,0.67,0.0,0.67,0.54,0.54,Matches,UEFA
1238,Andreas Schjelderup,MF,Norway,21,2004,5,2,167,1.9,0,1,1,0,0,0,0,0,0.0,0.54,0.54,0.0,0.54,Matches,UEFA
1240,Alexander Schlager,GK,Austria,29,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1241,Xaver Schlager,MF,Austria,28,1997,5,4,266,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1243,Nico Schlotterbeck,DF,Germany,26,1999,3,3,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1245,Romano Schmid,MF,Austria,26,2000,8,5,518,5.8,1,2,3,1,0,0,1,0,0.17,0.35,0.52,0.17,0.52,Matches,UEFA
1246,Isaac Schmidt,"DF,MF",Switzerland,26,1999,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1247,Alessandro Schöpf,MF,Austria,31,1994,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1248,Jerdy Schouten,MF,Netherlands,29,1997,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1251,Nicolas Seiwald,MF,Austria,24,2001,8,8,706,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,Matches,UEFA
1254,Matz Sels,GK,Belgium,33,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1255,Ken Sema,MF,Sweden,32,1993,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1256,Nélson Semedo,DF,Portugal,32,1993,4,2,255,2.8,0,2,2,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,Matches,UEFA
1264,Joaquin Seys,DF,Belgium,20,2005,2,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1267,Lawrence Shankland,"FW,MF",Scotland,30,1995,2,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0.0,2.5,2.5,2.5,Matches,UEFA
1279,António Silva,DF,Portugal,22,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1280,Bernardo Silva,"MF,FW",Portugal,31,1994,5,5,387,4.3,1,1,2,1,0,0,1,0,0.23,0.23,0.47,0.23,0.47,Matches,UEFA
1283,Unai Simón,GK,Spain,28,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1284,Xavi Simons,"FW,MF",Netherlands,22,2003,6,3,269,3.0,2,1,3,2,0,0,0,0,0.67,0.33,1.0,0.67,1.0,Matches,UEFA
1287,Matej Sin,MF,Czechia,21,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1296,Leo Skiri Østigård,DF,Norway,26,1999,5,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1307,Ivan Smolčić,DF,Croatia,25,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1309,Simon Sohm,MF,Switzerland,24,2001,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1313,Borna Sosa,MF,Croatia,28,1998,1,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1315,Tomáš Souček,MF,Czechia,30,1995,10,9,892,9.9,2,1,3,2,0,0,0,0,0.2,0.1,0.3,0.2,0.3,Matches,UEFA
1316,John Souttar,DF,Scotland,29,1996,5,4,379,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1317,Djibril Sow,MF,Switzerland,28,1997,4,2,202,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,Matches,UEFA
1318,Çağlar Söyüncü,DF,Türkiye,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1319,Djed Spence,DF,England,25,2000,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1326,Jindřich Staněk,GK,Czechia,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1327,Josip Stanišić,DF,Croatia,25,2000,5,4,379,4.2,0,2,2,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,Matches,UEFA
1330,Carl Starfelt,DF,Sweden,30,1995,3,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1332,Sem Steijn,MF,Netherlands,24,2001,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1333,Angelo Stiller,MF,Germany,24,2001,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
1338,John Stones,DF,England,31,1994,3,3,250,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,Matches,UEFA
1341,Jørgen Strand Larsen,FW,Norway,25,2000,4,0,34,0.4,1,0,1,1,0,0,1,0,2.65,0.0,2.65,2.65,2.65,Matches,UEFA
1346,Luka Sučić,MF,Croatia,23,2002,2,1,108,1.2,1,0,1,1,0,0,0,0,0.83,0.0,0.83,0.83,0.83,Matches,UEFA
1347,Petar Sucic,MF,Croatia,22,2003,6,6,474,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA
