Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation,competition
950,Souffian El Karouani,DF,Morocco,25,2000,2,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
984,Bilal El Khannouss,MF,Morocco,21,2004,7,3,330,3.7,1,0,1,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,Matches,CAF,CAF WCQ
1062,Mohanad Lasheen,MF,Egypt,29,1996,4,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1133,Naser Maher,MF,Egypt,28,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1190,Omar Marmoush,"MF,FW",Egypt,26,1999,6,5,339,3.8,1,0,1,0,1,1,0,0,0.27,0.0,0.27,0.0,0.0,Matches,CAF,CAF WCQ
1196,Adam Masina,DF,Morocco,32,1994,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1232,Noussair Mazraoui,DF,Morocco,28,1997,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,Matches,CAF,CAF WCQ
1312,Mostafa Mohamed,FW,Egypt,28,1997,10,7,522,5.8,1,2,3,1,0,0,1,0,0.17,0.34,0.52,0.17,0.52,Matches,CAF,CAF WCQ
1424,Ahmed Nabil Koka,MF,Egypt,24,2001,5,3,274,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,CAF,CAF WCQ
1591,Azzedine Ounahi,MF,Morocco,25,2000,5,3,232,2.6,2,2,4,2,0,0,0,0,0.78,0.78,1.55,0.78,1.55,Matches,CAF,CAF WCQ
1657,Ramy Rabia,DF,Egypt,32,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1663,Soufiane Rahimi,MF,Morocco,29,1996,4,1,132,1.5,1,0,1,1,0,0,0,0,0.68,0.0,0.68,0.68,0.68,Matches,CAF,CAF WCQ
1686,Chadi Riad,DF,Morocco,22,2003,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,Matches,CAF,CAF WCQ
1688,Amir Richardson,MF,Morocco,24,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1705,Mahmoud Saber,MF,Egypt,24,2001,4,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1716,Ismael Saibari,MF,Morocco,25,2001,6,3,308,3.4,3,0,3,3,0,0,0,0,0.88,0.0,0.88,0.88,0.88,Matches,CAF,CAF WCQ
1721,Romain Saïss,DF,Morocco,35,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1727,Mohamed Salah,"MF,FW",Egypt,33,1992,9,9,806,9.0,9,3,12,7,2,2,0,0,1.0,0.33,1.34,0.78,1.12,Matches,CAF,CAF WCQ
1749,Ahmed Samy,DF,Egypt,33,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1757,Maroan Sannadi,FW,Morocco,24,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1769,Ahmed Sayed,MF,Egypt,30,1996,10,9,669,7.4,2,1,3,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,Matches,CAF,CAF WCQ
1810,Mohamed Shehata,MF,Egypt,24,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1811,Mohamed El-Shenawy,GK,Egypt,37,1988,9,9,780,8.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1813,Mohamed Sherif,FW,Egypt,29,1996,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1822,Mostafa Shoubir,GK,Egypt,25,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1865,Khaled Sobhi,DF,Egypt,30,1995,3,2,187,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1866,Mohamed Sobhy,GK,Egypt,26,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1911,Chemsdine Talbi,MF,Morocco,20,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1922,Oussama Targhalline,MF,Morocco,23,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1931,Akram Tawfik,MF,Egypt,28,1997,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1965,Tarik Tissoudali,"FW,MF",Morocco,32,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1991,Trézéguet,"MF,DF",Egypt,31,1994,10,9,799,8.9,5,2,7,5,0,0,1,0,0.56,0.23,0.79,0.56,0.79,Matches,CAF,CAF WCQ
2056,Jawad El Yamiq,DF,Morocco,33,1992,4,4,333,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2093,Hakim Ziyech,MF,Morocco,32,1993,3,3,210,2.3,2,0,2,1,1,1,1,0,0.86,0.0,0.86,0.43,0.43,Matches,CAF,CAF WCQ
1,Abner,DF,Brazil,25,2000,4,4,320,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
4,Marcos Acuña,DF,Argentina,34,1991,5,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
9,Omar Alderete,DF,Paraguay,29,1996,14,14,1208,13.4,2,0,2,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15,Matches,CONMEBOL,CONMEBOL WCQ
11,Alisson,GK,Brazil,33,1992,9,9,797,8.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
12,Thiago Almada,"MF,FW",Argentina,24,2001,7,6,476,5.3,3,2,5,3,0,0,1,0,0.57,0.38,0.95,0.57,0.95,Matches,CONMEBOL,CONMEBOL WCQ
13,Miguel Almirón,"MF,FW",Paraguay,31,1994,15,15,1280,14.2,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches,CONMEBOL,CONMEBOL WCQ
14,Júnior Alonso,DF,Paraguay,32,1993,12,12,1060,11.8,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches,CONMEBOL,CONMEBOL WCQ
16,Julián Álvarez,FW,Argentina,26,2000,18,16,1325,14.7,4,3,7,4,0,0,1,0,0.27,0.2,0.48,0.27,0.48,Matches,CONMEBOL,CONMEBOL WCQ
19,André,MF,Brazil,24,2001,10,6,524,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
22,Álvaro Angulo,DF,Colombia,28,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
26,Guilherme Arana,DF,Brazil,28,1997,6,5,446,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
33,Alex Arce,FW,Paraguay,30,1995,5,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
36,Jhon Arias,MF,Colombia,28,1997,17,15,1139,12.7,0,2,2,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,Matches,CONMEBOL,CONMEBOL WCQ
37,Santiago Arias,DF,Colombia,34,1992,4,4,359,4.0,0,2,2,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CONMEBOL,CONMEBOL WCQ
41,Santiago Arzamendia,DF,Paraguay,27,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
43,Yaser Asprilla,"FW,MF",Colombia,22,2003,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
45,Carlos Augusto,DF,Brazil,27,1999,2,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
46,Gabriel Ávalos,FW,Paraguay,35,1990,11,4,411,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
48,Fabián Balbuena,DF,Paraguay,34,1991,9,8,731,8.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
49,Leonardo Balerdi,DF,Argentina,27,1999,7,3,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
50,Adam Bareiro,FW,Paraguay,29,1996,3,3,208,2.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
51,Wílmar Barrios,MF,Colombia,32,1993,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
57,Bento,GK,Brazil,26,1999,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
58,Lucas Beraldo,DF,Brazil,22,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
59,Damián Bobadilla,MF,Paraguay,24,2001,9,6,509,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
60,Cristian Borja,DF,Colombia,32,1993,4,3,313,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,CONMEBOL,CONMEBOL WCQ
61,Rafael Borré,"FW,MF",Colombia,30,1995,9,6,452,5.0,2,0,2,1,1,1,0,0,0.4,0.0,0.4,0.2,0.2,Matches,CONMEBOL,CONMEBOL WCQ
63,Fabrício Bruno,DF,Brazil,29,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
65,Hernesto Caballero,MF,Paraguay,34,1991,2,0,73,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
69,Juan Cáceres,"DF,MF",Paraguay,25,2000,12,10,924,10.3,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,Matches,CONMEBOL,CONMEBOL WCQ
77,Juan Camilo Portilla,MF,Colombia,27,1998,5,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
79,Jaminton Campaz,FW,Colombia,25,2000,5,1,154,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
80,Álvaro Campuzano,MF,Paraguay,30,1995,3,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
83,Óscar Cardozo,FW,Paraguay,42,1983,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONMEBOL,CONMEBOL WCQ
