Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation,competition
691,Ibrahima Konaté,DF,France,26,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
692,Manu Koné,MF,France,24,2001,4,4,349,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
694,Ezri Konsa,DF,England,28,1997,7,6,555,6.2,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,Matches,UEFA,UEFA WCQ
709,Jules Koundé,DF,France,27,1998,4,4,329,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
749,Senne Lammens,GK,Belgium,23,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
751,Aymeric Laporte,DF,Spain,31,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
759,Robin Le Normand,DF,Spain,29,1996,4,4,295,3.3,0,2,2,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61,Matches,UEFA,UEFA WCQ
760,Rafael Leão,MF,Portugal,26,1999,3,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
769,Myles Lewis-Skelly,DF,England,19,2006,4,4,347,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,UEFA,UEFA WCQ
779,Valentino Livramento,DF,England,23,2002,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
780,Marcos Llorente,DF,Spain,31,1995,3,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
792,Fermin López,MF,Spain,22,2003,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
798,Romelu Lukaku,FW,Belgium,32,1993,2,2,171,1.9,1,0,1,0,1,1,0,0,0.53,0.0,0.53,0.0,0.0,Matches,UEFA,UEFA WCQ
799,Dodi Lukebakio,"FW,MF",Belgium,28,1997,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
805,Noni Madueke,MF,England,23,2002,3,3,255,2.8,1,1,2,1,0,0,0,0,0.35,0.35,0.71,0.35,0.71,Matches,UEFA,UEFA WCQ
815,Mike Maignan,GK,France,30,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
836,Johan Manzambi,FW,Switzerland,20,2005,6,1,192,2.1,2,0,2,2,0,0,0,0,0.94,0.0,0.94,0.94,0.94,Matches,UEFA,UEFA WCQ
849,Jean-Philippe Mateta,FW,France,28,1997,3,2,178,2.0,2,0,2,2,0,0,0,0,1.01,0.0,1.01,1.01,1.01,Matches,UEFA,UEFA WCQ
859,Kylian Mbappé,FW,France,27,1998,4,4,352,3.9,5,3,8,3,2,2,1,0,1.28,0.77,2.05,0.77,1.53,Matches,UEFA,UEFA WCQ
872,Brandon Mechele,DF,Belgium,33,1993,2,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0.0,0.9,0.9,0.9,Matches,UEFA,UEFA WCQ
879,Nuno Mendes,DF,Portugal,23,2002,4,4,322,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,Matches,UEFA,UEFA WCQ
881,Mikel Merino,MF,Spain,29,1996,6,6,466,5.2,6,0,6,6,0,0,1,0,1.16,0.0,1.16,1.16,1.16,Matches,UEFA,UEFA WCQ
883,Thomas Meunier,DF,Belgium,34,1991,7,5,351,3.9,2,2,4,2,0,0,2,0,0.51,0.51,1.03,0.51,1.03,Matches,UEFA,UEFA WCQ
919,Álvaro Morata,FW,Spain,33,1992,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
920,Diego Moreira,MF,Belgium,21,2004,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
935,Miro Muheim,"DF,MF",Switzerland,27,1998,3,0,94,1.0,0,1,1,0,0,0,1,0,0.0,0.96,0.96,0.0,0.96,Matches,UEFA,UEFA WCQ
956,Felix Myhre,MF,Norway,26,1999,1,1,63,0.7,1,1,2,1,0,0,0,0,1.43,1.43,2.86,1.43,2.86,Matches,UEFA,UEFA WCQ
961,David Møller Wolfe,DF,Norway,23,2002,8,8,679,7.5,1,2,3,1,0,0,1,0,0.13,0.27,0.4,0.13,0.4,Matches,UEFA,UEFA WCQ
971,Dan Ndoye,"FW,MF",Switzerland,25,2000,5,5,442,4.9,2,3,5,2,0,0,1,0,0.41,0.61,1.02,0.41,1.02,Matches,UEFA,UEFA WCQ
976,Pedro Neto,MF,Portugal,25,2000,4,4,244,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,Matches,UEFA,UEFA WCQ
978,João Neves,"MF,DF",Portugal,21,2004,4,4,335,3.7,3,0,3,3,0,0,1,0,0.81,0.0,0.81,0.81,0.81,Matches,UEFA,UEFA WCQ
979,Rúben Neves,MF,Portugal,28,1997,5,4,349,3.9,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,UEFA,UEFA WCQ
986,Christopher Nkunku,MF,France,28,1997,4,2,148,1.6,1,0,1,1,0,0,0,0,0.61,0.0,0.61,0.61,0.61,Matches,UEFA,UEFA WCQ
991,Matheus Nunes,"DF,MF",Portugal,27,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
995,Antonio Nusa,"MF,FW",Norway,20,2005,6,6,472,5.2,2,3,5,2,0,0,0,0,0.38,0.57,0.95,0.38,0.95,Matches,UEFA,UEFA WCQ
998,Ørjan Nyland,GK,Norway,35,1990,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1010,Michael Olise,MF,France,24,2001,5,5,425,4.7,2,0,2,2,0,0,0,0,0.42,0.0,0.42,0.42,0.42,Matches,UEFA,UEFA WCQ
1014,Dani Olmo,FW,Spain,27,1998,2,1,93,1.0,1,0,1,1,0,0,0,0,0.97,0.0,0.97,0.97,0.97,Matches,UEFA,UEFA WCQ
1020,Samu Omorodion,FW,Spain,21,2004,2,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1021,Amadou Onana,MF,Belgium,24,2001,5,3,281,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1022,Loïs Openda,FW,Belgium,25,2000,5,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1031,Mikel Oyarzabal,"FW,MF",Spain,28,1997,6,6,442,4.9,6,3,9,4,2,2,0,0,1.22,0.61,1.83,0.81,1.43,Matches,UEFA,UEFA WCQ
1033,Nico O’Reilly,DF,England,20,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1038,João Palhinha,MF,Portugal,30,1995,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1039,Cole Palmer,MF,England,23,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1059,Marcus Pedersen,"DF,MF",Norway,25,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1060,Pedri,MF,Spain,23,2002,4,4,297,3.3,2,1,3,2,0,0,0,0,0.61,0.3,0.91,0.61,0.91,Matches,UEFA,UEFA WCQ
1083,Jens Petter Hauge,"DF,FW",Norway,26,1999,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1088,Jordan Pickford,GK,England,31,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1094,Yeremi Pino,FW,Spain,23,2002,4,2,163,1.8,1,0,1,1,0,0,0,0,0.55,0.0,0.55,0.55,0.55,Matches,UEFA,UEFA WCQ
1110,Pedro Porro,DF,Spain,26,1999,5,5,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1124,Jarell Quansah,DF,England,23,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1127,Adrien Rabiot,MF,France,30,1995,3,1,105,1.2,1,0,1,1,0,0,1,0,0.86,0.0,0.86,0.86,0.86,Matches,UEFA,UEFA WCQ
1141,Gonçalo Ramos,FW,Portugal,24,2001,6,1,159,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,Matches,UEFA,UEFA WCQ
1144,Marcus Rashford,MF,England,28,1997,7,4,340,3.8,1,1,2,0,1,1,0,0,0.26,0.26,0.53,0.0,0.26,Matches,UEFA,UEFA WCQ
1146,Nicolas Raskin,MF,Belgium,24,2001,7,6,533,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,Matches,UEFA,UEFA WCQ
1168,Declan Rice,MF,England,27,1999,8,7,502,5.6,1,4,5,1,0,0,0,0,0.18,0.72,0.9,0.18,0.9,Matches,UEFA,UEFA WCQ
1170,Fabian Rieder,MF,Switzerland,23,2002,6,4,312,3.5,0,2,2,0,0,0,0,0,0.0,0.58,0.58,0.0,0.58,Matches,UEFA,UEFA WCQ
1176,Stian Rode Gregersen,"DF,MF",Norway,30,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1178,Rodri,"DF,MF",Spain,29,1996,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1180,Jesus Rodríguez,MF,Spain,20,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1181,Ricardo Rodríguez,DF,Switzerland,33,1992,6,6,431,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1183,Morgan Rogers,"MF,DF",England,23,2002,8,5,428,4.8,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,UEFA,UEFA WCQ
1184,Cristiano Ronaldo,FW,Portugal,40,1985,5,5,367,4.1,5,0,5,4,1,2,0,1,1.23,0.0,1.23,0.98,0.98,Matches,UEFA,UEFA WCQ
1197,Fabián Ruiz Peña,MF,Spain,29,1996,2,2,143,1.6,0,1,1,0,0,0,0,0,0.0,0.63,0.63,0.0,0.63,Matches,UEFA,UEFA WCQ
1200,Julian Ryerson,"DF,MF",Norway,28,1997,8,8,720,8.0,1,4,5,1,0,0,0,0,0.12,0.5,0.62,0.12,0.62,Matches,UEFA,UEFA WCQ
1205,Alexis Saelemaekers,"FW,MF",Belgium,26,1999,7,3,287,3.2,1,4,5,1,0,0,1,0,0.31,1.25,1.57,0.31,1.57,Matches,UEFA,UEFA WCQ
1208,Bukayo Saka,"MF,FW",England,24,2001,3,2,178,2.0,1,1,2,1,0,0,0,0,0.51,0.51,1.01,0.51,1.01,Matches,UEFA,UEFA WCQ
1211,William Saliba,DF,France,24,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1238,Andreas Schjelderup,MF,Norway,21,2004,5,2,167,1.9,0,1,1,0,0,0,0,0,0.0,0.54,0.54,0.0,0.54,Matches,UEFA,UEFA WCQ
1246,Isaac Schmidt,"DF,MF",Switzerland,26,1999,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1254,Matz Sels,GK,Belgium,33,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1256,Nélson Semedo,DF,Portugal,32,1993,4,2,255,2.8,0,2,2,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,Matches,UEFA,UEFA WCQ
1264,Joaquin Seys,DF,Belgium,20,2005,2,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1279,António Silva,DF,Portugal,22,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1280,Bernardo Silva,"MF,FW",Portugal,31,1994,5,5,387,4.3,1,1,2,1,0,0,1,0,0.23,0.23,0.47,0.23,0.47,Matches,UEFA,UEFA WCQ
1283,Unai Simón,GK,Spain,28,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1296,Leo Skiri Østigård,DF,Norway,26,1999,5,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1309,Simon Sohm,MF,Switzerland,24,2001,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1317,Djibril Sow,MF,Switzerland,28,1997,4,2,202,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,Matches,UEFA,UEFA WCQ
1319,Djed Spence,DF,England,25,2000,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1338,John Stones,DF,England,31,1994,3,3,250,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,Matches,UEFA,UEFA WCQ
1341,Jørgen Strand Larsen,FW,Norway,25,2000,4,0,34,0.4,1,0,1,1,0,0,1,0,2.65,0.0,2.65,2.65,2.65,Matches,UEFA,UEFA WCQ
1366,Alexander Sørloth,"FW,MF",Norway,30,1995,8,8,583,6.5,5,2,7,5,0,0,1,0,0.77,0.31,1.08,0.77,1.08,Matches,UEFA,UEFA WCQ
1377,Nuno Tavares,"DF,MF",Portugal,26,2000,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1379,Aurélien Tchouaméni,MF,France,26,2000,2,2,157,1.7,0,1,1,0,0,0,0,1,0.0,0.57,0.57,0.0,0.57,Matches,UEFA,UEFA WCQ
1386,Florian Thauvin,MF,France,33,1993,3,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0.0,0.9,0.9,0.9,Matches,UEFA,UEFA WCQ
1387,Arthur Theate,DF,Belgium,25,2000,8,6,588,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,Matches,UEFA,UEFA WCQ
1392,Morten Thorsby,MF,Norway,29,1996,4,2,134,1.5,0,2,2,0,0,0,1,0,0.0,1.34,1.34,0.0,1.34,Matches,UEFA,UEFA WCQ
1393,Kristian Thorstvedt,MF,Norway,26,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1394,Khéphren Thuram,MF,France,24,2001,3,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1395,Marcus Thuram,MF,France,28,1997,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1396,Youri Tielemans,MF,Belgium,28,1997,6,4,384,4.3,3,1,4,2,1,1,0,0,0.7,0.23,0.94,0.47,0.7,Matches,UEFA,UEFA WCQ
1408,Ferrán Torres,FW,Spain,25,2000,4,2,261,2.9,2,1,3,2,0,1,0,0,0.69,0.34,1.03,0.69,1.03,Matches,UEFA,UEFA WCQ
1418,Francisco Trincão,"FW,MF",Portugal,26,1999,4,0,127,1.4,0,1,1,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,Matches,UEFA,UEFA WCQ
1419,Leandro Trossard,"MF,FW",Belgium,31,1994,7,5,395,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,Matches,UEFA,UEFA WCQ
1438,Dayot Upamecano,DF,France,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1457,Hans Vanaken,MF,Belgium,33,1992,7,5,424,4.7,2,1,3,2,0,0,0,0,0.42,0.21,0.64,0.42,0.64,Matches,UEFA,UEFA WCQ
1459,Charles Vanhoutte,MF,Belgium,27,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1463,Ruben Vargas,"FW,MF",Switzerland,27,1998,6,6,431,4.8,1,3,4,1,0,0,0,0,0.21,0.63,0.84,0.21,0.84,Matches,UEFA,UEFA WCQ
1469,Renato Veiga,DF,Portugal,22,2003,4,2,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,UEFA,UEFA WCQ
1480,Romeo Vermant,FW,Belgium,22,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1490,Vitinha,"MF,FW",Portugal,25,2000,6,6,482,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1491,Daniel Vivian,DF,Spain,26,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1508,Kyle Walker,DF,England,35,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1511,Ollie Watkins,"FW,MF",England,30,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1514,Adam Wharton,MF,England,21,2004,2,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1516,Silvan Widmer,DF,Switzerland,32,1993,6,6,450,5.0,1,0,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,Matches,UEFA,UEFA WCQ
1521,Nico Williams,FW,Spain,23,2002,2,2,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8,Matches,UEFA,UEFA WCQ
1527,Axel Witsel,"DF,MF",Belgium,37,1989,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1537,Granit Xhaka,MF,Switzerland,33,1992,6,6,525,5.8,2,0,2,0,2,2,0,0,0.34,0.0,0.34,0.0,0.0,Matches,UEFA,UEFA WCQ
1539,Lamine Yamal,FW,Spain,18,2007,2,2,150,1.7,0,3,3,0,0,0,0,0,0.0,1.8,1.8,0.0,1.8,Matches,UEFA,UEFA WCQ
1552,Warren Zaïre-Emery,MF,France,19,2006,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1554,Denis Zakaria,"DF,MF",Switzerland,29,1996,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1564,Andi Zeqiri,FW,Switzerland,26,1999,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,UEFA,UEFA WCQ
1578,Martín Zubimendi,MF,Spain,26,1999,5,5,365,4.1,1,1,2,1,0,0,0,0,0.25,0.25,0.49,0.25,0.49,Matches,UEFA,UEFA WCQ
1584,Martin Ødegaard,MF,Norway,27,1998,5,5,449,5.0,1,7,8,1,0,0,0,0,0.2,1.4,1.6,0.2,1.6,Matches,UEFA,UEFA WCQ
8,Hossam Abdelmegeed,DF,Egypt,24,2001,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
9,Mohamed Abdelmonem,DF,Egypt,26,1999,6,6,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
29,Ahmed Aboul-Fotouh,DF,Egypt,27,1998,1,1,90,1.0,0,2,2,0,0,0,0,0,0.0,2.0,2.0,0.0,2.0,Matches,CAF,CAF WCQ
45,Ibrahim Adel,MF,Egypt,24,2001,5,2,222,2.5,1,0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,Matches,CAF,CAF WCQ
57,Amine Adli,MF,Morocco,25,2000,5,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
67,Nayef Aguerd,DF,Morocco,29,1996,7,7,630,7.0,1,2,3,1,0,0,1,0,0.14,0.29,0.43,0.14,0.43,Matches,CAF,CAF WCQ
83,Ilias Akhomach,MF,Morocco,21,2004,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
113,Ahmed Amin Ofaa,FW,Egypt,29,1996,2,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
122,Sofyan Amrabat,MF,Morocco,29,1996,6,6,527,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
158,Emam Ashour,MF,Egypt,27,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
167,Marwan Attia,MF,Egypt,27,1998,8,7,618,6.9,0,2,2,0,0,0,4,0,0.0,0.29,0.29,0.0,0.29,Matches,CAF,CAF WCQ
168,Yahya Attiat Allah,DF,Morocco,30,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
188,Neil El Aynaoui,MF,Morocco,24,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
194,Oussama El Azzouzi,MF,Morocco,24,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
270,Youssef Belammari,DF,Morocco,27,1998,3,3,246,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,Matches,CAF,CAF WCQ
277,Eliesse Ben Seghir,"MF,FW",Morocco,20,2005,7,6,394,4.4,1,1,2,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches,CAF,CAF WCQ
339,Yassine Bounou,GK,Morocco,34,1991,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
424,Mohamed Chibi,DF,Morocco,33,1993,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
534,Brahim Díaz,"MF,FW",Morocco,26,1999,6,6,499,5.5,1,2,3,0,1,1,1,0,0.18,0.36,0.54,0.0,0.36,Matches,CAF,CAF WCQ
591,Nabil Dunga,MF,Egypt,29,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
602,Ahmed Eid,MF,Egypt,25,2001,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
616,Mohamed Elneny,MF,Egypt,33,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
619,Youssef En-Nesyri,FW,Morocco,28,1997,7,5,439,4.9,2,1,3,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,Matches,CAF,CAF WCQ
632,Abde Ezzalzouli,MF,Morocco,24,2001,4,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
637,Osama Faisal,FW,Egypt,25,2001,4,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
642,Mostafa Fathi,MF,Egypt,30,1995,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
643,Hamdy Fathy,"MF,DF",Egypt,31,1994,8,6,546,6.1,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,Matches,CAF,CAF WCQ
682,Ali Gabr,DF,Egypt,37,1989,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
767,Achraf Hakimi,DF,Morocco,27,1998,6,6,540,6.0,0,3,3,0,0,1,2,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF,CAF WCQ
769,Mahmoud Hamada,MF,Egypt,31,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
772,Mohamed Hamdy,"DF,MF",Egypt,30,1995,6,6,510,5.7,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,Matches,CAF,CAF WCQ
777,Mohamed Hany,"DF,MF",Egypt,30,1996,9,9,760,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
780,Amine Harit,MF,Morocco,28,1997,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
793,Omar El Hilali,DF,Morocco,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
815,Yasser Ibrahim,DF,Egypt,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
821,Hamza Igamane,"MF,FW",Morocco,23,2002,4,2,183,2.0,2,1,3,2,0,0,0,0,0.98,0.49,1.48,0.98,1.48,Matches,CAF,CAF WCQ
894,Ayoub El Kaabi,FW,Morocco,32,1993,6,2,216,2.4,4,0,4,4,0,0,0,0,1.67,0.0,1.67,1.67,1.67,Matches,CAF,CAF WCQ
913,Omar Kamal,DF,Egypt,32,1993,3,1,114,1.3,0,1,1,0,0,0,1,0,0.0,0.79,0.79,0.0,0.79,Matches,CAF,CAF WCQ
